0	12	POLYGON ((-180 72.80468702, -157.5 72.80468702, -157.5 83.65833282, -180 83.65833282, -180 72.80468702))	0000	0
1	0	POLYGON ((-157.5 72.80468702, -135 72.80468702, -135 83.65833282, -157.5 83.65833282, -157.5 72.80468702))	0001	1
2	1978	POLYGON ((-180 71.44798129, -177.1875 71.44798129, -177.1875 72.80468702, -180 72.80468702, -180 71.44798129))	0002000	2
3	0	POLYGON ((-177.1875 71.44798129, -174.375 71.44798129, -174.375 72.80468702, -177.1875 72.80468702, -177.1875 71.44798129))	0002001	3
4	2917	POLYGON ((-180 70.09127557, -177.1875 70.09127557, -177.1875 71.44798129, -180 71.44798129, -180 70.09127557))	0002002	4
5	0	POLYGON ((-177.1875 70.09127557, -174.375 70.09127557, -174.375 71.44798129, -177.1875 71.44798129, -177.1875 70.09127557))	0002003	5
6	0	POLYGON ((-174.375 70.09127557, -168.75 70.09127557, -168.75 72.80468702, -174.375 72.80468702, -174.375 70.09127557))	000201	6
7	1129	POLYGON ((-180 68.73456984, -177.1875 68.73456984, -177.1875 70.09127557, -180 70.09127557, -180 68.73456984))	0002020	7
8	0	POLYGON ((-177.1875 68.73456984, -174.375 68.73456984, -174.375 70.09127557, -177.1875 70.09127557, -177.1875 68.73456984))	0002021	8
9	3602	POLYGON ((-180 67.37786412, -177.1875 67.37786412, -177.1875 68.73456984, -180 68.73456984, -180 67.37786412))	0002022	9
10	537	POLYGON ((-177.1875 68.05621698, -175.78125 68.05621698, -175.78125 68.73456984, -177.1875 68.73456984, -177.1875 68.05621698))	00020230	10
11	0	POLYGON ((-175.78125 68.05621698, -174.375 68.05621698, -174.375 68.73456984, -175.78125 68.73456984, -175.78125 68.05621698))	00020231	11
12	3491	POLYGON ((-177.1875 67.37786412, -175.78125 67.37786412, -175.78125 68.05621698, -177.1875 68.05621698, -177.1875 67.37786412))	00020232	12
13	2321	POLYGON ((-175.78125 67.37786412, -174.375 67.37786412, -174.375 68.05621698, -175.78125 68.05621698, -175.78125 67.37786412))	00020233	13
14	0	POLYGON ((-174.375 67.37786412, -168.75 67.37786412, -168.75 70.09127557, -174.375 70.09127557, -174.375 67.37786412))	000203	14
15	0	POLYGON ((-168.75 70.09127557, -163.125 70.09127557, -163.125 72.80468702, -168.75 72.80468702, -168.75 70.09127557))	000210	15
16	0	POLYGON ((-163.125 71.44798129, -160.3125 71.44798129, -160.3125 72.80468702, -163.125 72.80468702, -163.125 71.44798129))	0002110	16
17	26	POLYGON ((-160.3125 71.44798129, -157.5 71.44798129, -157.5 72.80468702, -160.3125 72.80468702, -160.3125 71.44798129))	0002111	17
18	3569	POLYGON ((-163.125 70.09127557, -160.3125 70.09127557, -160.3125 71.44798129, -163.125 71.44798129, -163.125 70.09127557))	0002112	18
19	1214	POLYGON ((-160.3125 70.76962843, -158.90625 70.76962843, -158.90625 71.44798129, -160.3125 71.44798129, -160.3125 70.76962843))	00021130	19
20	869	POLYGON ((-158.90625 70.76962843, -157.5 70.76962843, -157.5 71.44798129, -158.90625 71.44798129, -158.90625 70.76962843))	00021131	20
21	4565	POLYGON ((-160.3125 70.09127557, -158.90625 70.09127557, -158.90625 70.76962843, -160.3125 70.76962843, -160.3125 70.09127557))	00021132	21
22	0	POLYGON ((-158.90625 70.09127557, -157.5 70.09127557, -157.5 70.76962843, -158.90625 70.76962843, -158.90625 70.09127557))	00021133	22
23	335	POLYGON ((-168.75 68.73456984, -165.9375 68.73456984, -165.9375 70.09127557, -168.75 70.09127557, -168.75 68.73456984))	0002120	23
24	2297	POLYGON ((-165.9375 68.73456984, -163.125 68.73456984, -163.125 70.09127557, -165.9375 70.09127557, -165.9375 68.73456984))	0002121	24
25	1785	POLYGON ((-168.75 67.37786412, -165.9375 67.37786412, -165.9375 68.73456984, -168.75 68.73456984, -168.75 67.37786412))	0002122	25
