0	12	POLYGON ((-180 72.80468702, -157.5 72.80468702, -157.5 83.65833282, -180 83.65833282, -180 72.80468702))	0000	0
1	0	POLYGON ((-157.5 72.80468702, -135 72.80468702, -135 83.65833282, -157.5 83.65833282, -157.5 72.80468702))	0001	1
2	15939	POLYGON ((-180 67.37786412, -168.75 67.37786412, -168.75 72.80468702, -180 72.80468702, -180 67.37786412))	00020	2
3	18667	POLYGON ((-168.75 67.37786412, -157.5 67.37786412, -157.5 72.80468702, -168.75 72.80468702, -168.75 67.37786412))	00021	3
4	15564	POLYGON ((-180 64.66445267, -174.375 64.66445267, -174.375 67.37786412, -180 67.37786412, -180 64.66445267))	000220	4
5	8319	POLYGON ((-174.375 66.02115839, -171.5625 66.02115839, -171.5625 67.37786412, -174.375 67.37786412, -174.375 66.02115839))	0002210	5
6	2647	POLYGON ((-171.5625 66.02115839, -168.75 66.02115839, -168.75 67.37786412, -171.5625 67.37786412, -171.5625 66.02115839))	0002211	6
7	6013	POLYGON ((-174.375 64.66445267, -171.5625 64.66445267, -171.5625 66.02115839, -174.375 66.02115839, -174.375 64.66445267))	0002212	7
8	2909	POLYGON ((-171.5625 64.66445267, -168.75 64.66445267, -168.75 66.02115839, -171.5625 66.02115839, -171.5625 64.66445267))	0002213	8
9	59	POLYGON ((-180 61.95104122, -174.375 61.95104122, -174.375 64.66445267, -180 64.66445267, -180 61.95104122))	000222	9
10	11604	POLYGON ((-174.375 61.95104122, -168.75 61.95104122, -168.75 64.66445267, -174.375 64.66445267, -174.375 61.95104122))	000223	10
11	17661	POLYGON ((-168.75 64.66445267, -163.125 64.66445267, -163.125 67.37786412, -168.75 67.37786412, -168.75 64.66445267))	000230	11
12	12314	POLYGON ((-163.125 66.02115839, -160.3125 66.02115839, -160.3125 67.37786412, -163.125 67.37786412, -163.125 66.02115839))	0002310	12
13	4568	POLYGON ((-160.3125 66.02115839, -157.5 66.02115839, -157.5 67.37786412, -160.3125 67.37786412, -160.3125 66.02115839))	0002311	13
14	2658	POLYGON ((-163.125 64.66445267, -160.3125 64.66445267, -160.3125 66.02115839, -163.125 66.02115839, -163.125 64.66445267))	0002312	14
15	0	POLYGON ((-160.3125 64.66445267, -157.5 64.66445267, -157.5 66.02115839, -160.3125 66.02115839, -160.3125 64.66445267))	0002313	15
16	12794	POLYGON ((-168.75 61.95104122, -163.125 61.95104122, -163.125 64.66445267, -168.75 64.66445267, -168.75 61.95104122))	000232	16
17	7606	POLYGON ((-163.125 61.95104122, -157.5 61.95104122, -157.5 64.66445267, -163.125 64.66445267, -163.125 61.95104122))	000233	17
18	0	POLYGON ((-157.5 71.44798129, -154.6875 71.44798129, -154.6875 72.80468702, -157.5 72.80468702, -157.5 71.44798129))	0003000	18
19	0	POLYGON ((-154.6875 71.44798129, -151.875 71.44798129, -151.875 72.80468702, -154.6875 72.80468702, -154.6875 71.44798129))	0003001	19
20	11418	POLYGON ((-157.5 70.09127557, -154.6875 70.09127557, -154.6875 71.44798129, -157.5 71.44798129, -157.5 70.09127557))	0003002	20
21	6112	POLYGON ((-154.6875 70.09127557, -151.875 70.09127557, -151.875 71.44798129, -154.6875 71.44798129, -154.6875 70.09127557))	0003003	21
22	13370	POLYGON ((-151.875 70.09127557, -146.25 70.09127557, -146.25 72.80468702, -151.875 72.80468702, -151.875 70.09127557))	000301	22
23	0	POLYGON ((-157.5 67.37786412, -151.875 67.37786412, -151.875 70.09127557, -157.5 70.09127557, -157.5 67.37786412))	000302	23
24	1091	POLYGON ((-151.875 67.37786412, -146.25 67.37786412, -146.25 70.09127557, -151.875 70.09127557, -151.875 67.37786412))	000303	24
25	1721	POLYGON ((-146.25 70.09127557, -140.625 70.09127557, -140.625 72.80468702, -146.25 72.80468702, -146.25 70.09127557))	000310	25
26	16	POLYGON ((-140.625 70.09127557, -135 70.09127557, -135 72.80468702, -140.625 72.80468702, -140.625 70.09127557))	000311	26
