jobId	jobGroup	stageId	index	launchTime	finishTime	duration	schedulerDelay	executorId	host	taskLocality	speculative	gettingResultTime	successful	executorRunTime	executorCpuTime	executorDeserializeTime	executorDeserializeCpuTime	resultSerializationTime	jvmGCTime	resultSize	numUpdatedBlockStatuses	diskBytesSpilled	memoryBytesSpilled	peakExecutionMemory	recordsRead	bytesRead	recordsWritten	bytesWritten	shuffleFetchWaitTime	shuffleTotalBytesRead	shuffleTotalBlocksFetched	shuffleLocalBlocksFetched	shuffleRemoteBlocksFetched	shuffleWriteTime	shuffleBytesWritten	shuffleRecordsWritten	appId	phaseName
7		21	12945	1593628351059	1593628351644	585	21	8	mr-09	0	false	0	true	527	393	37	27	0	0	752	0	0	0	0	1754	400896	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12946	1593628351059	1593628351315	256	36	5	mr-02	0	false	0	true	185	127	35	26	0	0	752	0	0	0	0	259	61168	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12944	1593628351059	1593628351325	266	20	2	mr-07	0	false	0	true	207	132	39	25	0	0	752	0	0	0	0	306	72368	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12943	1593628351059	1593628351587	528	20	12	mr-12	0	false	0	true	465	447	43	26	0	0	752	0	0	0	0	2484	565888	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12948	1593628351059	1593628351279	220	17	7	mr-06	0	false	0	true	161	78	42	23	0	0	709	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12947	1593628351059	1593628351346	287	17	9	mr-03	0	false	0	true	225	103	45	23	0	0	752	0	0	0	0	280	66232	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12949	1593628351060	1593628351439	379	18	11	mr-01	0	false	0	true	319	313	42	21	0	0	752	0	0	0	0	1938	447352	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12951	1593628351060	1593628351451	391	22	10	mr-10	0	false	0	true	336	287	33	28	0	0	752	0	0	0	0	1366	306128	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12950	1593628351060	1593628351464	404	18	6	mr-11	0	false	0	true	344	327	42	22	0	0	752	0	0	0	0	1528	354264	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
7		21	12952	1593628351060	1593628351383	323	18	3	mr-08	0	false	0	true	262	184	43	25	0	0	752	0	0	0	0	561	117856	0	0	0	0	0	0	0	0	0	0	0558	Extract DCELs
