application_1591294234325_0378	17	mr-09	33.0
application_1591294234325_0378	17	mr-02	34.0
application_1591294234325_0378	17	mr-11	33.0
application_1591294234325_0378	17	mr-06	33.0
application_1591294234325_0378	17	mr-03	33.0
application_1591294234325_0378	17	mr-10	33.0
application_1591294234325_0378	17	mr-01	33.0
application_1591294234325_0378	17	mr-12	33.0
application_1591294234325_0378	17	mr-05	33.0
application_1591294234325_0378	17	mr-07	33.0
application_1591294234325_0378	17	mr-08	33.0
application_1591294234325_0378	17	mr-04	33.0
application_1591294234325_0377	17	mr-12	31.0
application_1591294234325_0377	17	mr-03	31.0
application_1591294234325_0377	17	mr-10	30.0
application_1591294234325_0377	17	mr-01	30.0
application_1591294234325_0377	17	mr-05	31.0
application_1591294234325_0377	17	mr-07	31.0
application_1591294234325_0377	17	mr-08	31.0
application_1591294234325_0377	17	mr-04	30.0
application_1591294234325_0377	17	mr-02	31.0
application_1591294234325_0377	17	mr-11	31.0
application_1591294234325_0377	17	mr-06	31.0
application_1591294234325_0377	17	mr-09	31.0
application_1591294234325_0376	17	mr-05	27.0
application_1591294234325_0376	17	mr-10	27.0
application_1591294234325_0376	17	mr-01	27.0
application_1591294234325_0376	17	mr-12	27.0
application_1591294234325_0376	17	mr-07	27.0
application_1591294234325_0376	17	mr-08	27.0
application_1591294234325_0376	17	mr-04	27.0
application_1591294234325_0376	17	mr-02	27.0
application_1591294234325_0376	17	mr-11	27.0
application_1591294234325_0376	17	mr-06	27.0
application_1591294234325_0376	17	mr-09	27.0
application_1591294234325_0376	17	mr-03	27.0
application_1591294234325_0375	17	mr-11	25.0
application_1591294234325_0375	17	mr-08	25.0
application_1591294234325_0375	17	mr-04	25.0
application_1591294234325_0375	17	mr-02	25.0
application_1591294234325_0375	17	mr-06	25.0
application_1591294234325_0375	17	mr-09	25.0
application_1591294234325_0375	17	mr-03	25.0
application_1591294234325_0375	17	mr-10	25.0
application_1591294234325_0375	17	mr-01	25.0
application_1591294234325_0375	17	mr-12	25.0
application_1591294234325_0375	17	mr-05	25.0
application_1591294234325_0375	17	mr-07	25.0
application_1591294234325_0374	17	mr-08	20.0
application_1591294234325_0374	17	mr-12	20.0
application_1591294234325_0374	17	mr-05	20.0
application_1591294234325_0374	17	mr-07	20.0
application_1591294234325_0374	17	mr-04	20.0
application_1591294234325_0374	17	mr-02	20.0
application_1591294234325_0374	17	mr-11	20.0
application_1591294234325_0374	17	mr-06	20.0
application_1591294234325_0374	17	mr-09	20.0
application_1591294234325_0374	17	mr-03	20.0
application_1591294234325_0374	17	mr-10	20.0
application_1591294234325_0374	17	mr-01	20.0
application_1591294234325_0373	17	mr-11	19.0
application_1591294234325_0373	17	mr-08	19.0
application_1591294234325_0373	17	mr-04	19.0
application_1591294234325_0373	17	mr-02	18.0
application_1591294234325_0373	17	mr-06	19.0
application_1591294234325_0373	17	mr-09	19.0
application_1591294234325_0373	17	mr-03	19.0
application_1591294234325_0373	17	mr-10	19.0
application_1591294234325_0373	17	mr-01	19.0
application_1591294234325_0373	17	mr-12	19.0
application_1591294234325_0373	17	mr-05	19.0
application_1591294234325_0373	17	mr-07	19.0
application_1591294234325_0372	17	mr-03	14.0
application_1591294234325_0372	17	mr-11	15.0
application_1591294234325_0372	17	mr-06	14.0
application_1591294234325_0372	17	mr-09	14.0
application_1591294234325_0372	17	mr-10	14.0
application_1591294234325_0372	17	mr-01	15.0
application_1591294234325_0372	17	mr-12	14.0
application_1591294234325_0372	17	mr-05	14.0
application_1591294234325_0372	17	mr-07	14.0
application_1591294234325_0372	17	mr-08	15.0
application_1591294234325_0372	17	mr-04	14.0
application_1591294234325_0372	17	mr-02	14.0
application_1591294234325_0371	17	mr-05	9.0
application_1591294234325_0371	17	mr-10	9.0
application_1591294234325_0371	17	mr-01	9.0
application_1591294234325_0371	17	mr-12	9.0
application_1591294234325_0371	17	mr-07	9.0
application_1591294234325_0371	17	mr-08	10.0
application_1591294234325_0371	17	mr-04	9.0
application_1591294234325_0371	17	mr-02	9.0
application_1591294234325_0371	17	mr-11	9.0
application_1591294234325_0371	17	mr-06	9.0
application_1591294234325_0371	17	mr-09	9.0
application_1591294234325_0371	17	mr-03	9.0
application_1591294234325_0370	17	mr-02	34.0
application_1591294234325_0370	17	mr-07	34.0
application_1591294234325_0370	17	mr-08	34.0
application_1591294234325_0370	17	mr-04	34.0
application_1591294234325_0370	17	mr-11	34.0
application_1591294234325_0370	17	mr-06	34.0
application_1591294234325_0370	17	mr-09	35.0
application_1591294234325_0370	17	mr-03	34.0
application_1591294234325_0370	17	mr-10	34.0
application_1591294234325_0370	17	mr-01	34.0
application_1591294234325_0370	17	mr-12	34.0
application_1591294234325_0370	17	mr-05	34.0
application_1591294234325_0369	17	mr-10	31.0
application_1591294234325_0369	17	mr-06	31.0
application_1591294234325_0369	17	mr-09	31.0
application_1591294234325_0369	17	mr-03	31.0
application_1591294234325_0369	17	mr-01	31.0
application_1591294234325_0369	17	mr-12	31.0
application_1591294234325_0369	17	mr-05	31.0
application_1591294234325_0369	17	mr-07	31.0
application_1591294234325_0369	17	mr-08	31.0
application_1591294234325_0369	17	mr-04	31.0
application_1591294234325_0369	17	mr-02	31.0
application_1591294234325_0369	17	mr-11	31.0
application_1591294234325_0368	17	mr-06	28.0
application_1591294234325_0368	17	mr-04	29.0
application_1591294234325_0368	17	mr-02	29.0
application_1591294234325_0368	17	mr-11	29.0
application_1591294234325_0368	17	mr-09	29.0
application_1591294234325_0368	17	mr-03	29.0
application_1591294234325_0368	17	mr-10	29.0
application_1591294234325_0368	17	mr-01	29.0
application_1591294234325_0368	17	mr-12	29.0
application_1591294234325_0368	17	mr-05	29.0
application_1591294234325_0368	17	mr-07	29.0
application_1591294234325_0368	17	mr-08	29.0
application_1591294234325_0367	17	mr-04	24.0
application_1591294234325_0367	17	mr-05	24.0
application_1591294234325_0367	17	mr-07	24.0
application_1591294234325_0367	17	mr-08	24.0
application_1591294234325_0367	17	mr-02	24.0
application_1591294234325_0367	17	mr-11	24.0
application_1591294234325_0367	17	mr-06	24.0
application_1591294234325_0367	17	mr-09	24.0
application_1591294234325_0367	17	mr-03	26.0
application_1591294234325_0367	17	mr-10	24.0
application_1591294234325_0367	17	mr-01	24.0
application_1591294234325_0367	17	mr-12	24.0
application_1591294234325_0366	17	mr-09	20.0
application_1591294234325_0366	17	mr-02	20.0
application_1591294234325_0366	17	mr-11	20.0
application_1591294234325_0366	17	mr-06	20.0
application_1591294234325_0366	17	mr-03	20.0
application_1591294234325_0366	17	mr-10	20.0
application_1591294234325_0366	17	mr-01	21.0
application_1591294234325_0366	17	mr-12	20.0
application_1591294234325_0366	17	mr-05	21.0
application_1591294234325_0366	17	mr-07	20.0
application_1591294234325_0366	17	mr-08	20.0
application_1591294234325_0366	17	mr-04	20.0
application_1591294234325_0365	17	mr-10	18.0
application_1591294234325_0365	17	mr-06	17.0
application_1591294234325_0365	17	mr-09	17.0
application_1591294234325_0365	17	mr-03	18.0
application_1591294234325_0365	17	mr-01	17.0
application_1591294234325_0365	17	mr-12	17.0
application_1591294234325_0365	17	mr-05	17.0
application_1591294234325_0365	17	mr-07	17.0
application_1591294234325_0365	17	mr-08	18.0
application_1591294234325_0365	17	mr-04	18.0
application_1591294234325_0365	17	mr-02	17.0
application_1591294234325_0365	17	mr-11	17.0
application_1591294234325_0364	17	mr-07	13.0
application_1591294234325_0364	17	mr-01	13.0
application_1591294234325_0364	17	mr-12	13.0
application_1591294234325_0364	17	mr-05	13.0
application_1591294234325_0364	17	mr-08	13.0
application_1591294234325_0364	17	mr-04	13.0
application_1591294234325_0364	17	mr-02	13.0
application_1591294234325_0364	17	mr-11	13.0
application_1591294234325_0364	17	mr-06	13.0
application_1591294234325_0364	17	mr-09	13.0
application_1591294234325_0364	17	mr-03	13.0
application_1591294234325_0364	17	mr-10	13.0
application_1591294234325_0363	17	mr-01	9.0
application_1591294234325_0363	17	mr-09	8.0
application_1591294234325_0363	17	mr-03	8.0
application_1591294234325_0363	17	mr-10	8.0
application_1591294234325_0363	17	mr-12	8.0
application_1591294234325_0363	17	mr-05	8.0
application_1591294234325_0363	17	mr-07	8.0
application_1591294234325_0363	17	mr-08	9.0
application_1591294234325_0363	17	mr-04	8.0
application_1591294234325_0363	17	mr-02	8.0
application_1591294234325_0363	17	mr-11	9.0
application_1591294234325_0363	17	mr-06	9.0
application_1591294234325_0362	17	mr-04	34.0
application_1591294234325_0362	17	mr-05	34.0
application_1591294234325_0362	17	mr-07	34.0
application_1591294234325_0362	17	mr-08	34.0
application_1591294234325_0362	17	mr-02	34.0
application_1591294234325_0362	17	mr-11	34.0
application_1591294234325_0362	17	mr-06	34.0
application_1591294234325_0362	17	mr-09	34.0
application_1591294234325_0362	17	mr-03	34.0
application_1591294234325_0362	17	mr-10	34.0
application_1591294234325_0362	17	mr-01	34.0
