cellId	taskId	executor	launchTime	duration	size	records	appId	stageId
73	50533	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
51	50531	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
18	50530	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
251	50536	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
84	50529	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
95	50535	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
7	50532	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
236	50537	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
29	50534	mr-01:15	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
92	50557	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
173	50558	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
48	50559	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
37	50563	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
15	50560	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
26	50556	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
181	50561	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
70	50564	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
4	50562	mr-07:18	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
83	50541	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
109	50538	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
132	50540	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
61	50545	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
17	50539	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
94	50546	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
139	50542	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
6	50543	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
108	50544	mr-10:16	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
19	50502	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
85	50508	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
74	50514	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
63	50523	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
30	50520	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
103	50517	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
96	50526	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
41	50511	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
52	50505	mr-02:14	2021/05/06 21:47:21	2	0	0	application_1615435002078_0444	10
43	50404	mr-09:4	2021/05/06 21:47:11	2	0	0	application_1615435002078_0444	10
21	50382	mr-09:4	2021/05/06 21:47:11	2	0	0	application_1615435002078_0444	10
98	50459	mr-09:4	2021/05/06 21:47:11	2	0	0	application_1615435002078_0444	10
87	50448	mr-09:4	2021/05/06 21:47:11	2	0	0	application_1615435002078_0444	10
158	50503	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
93	50515	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
16	50527	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
159	50518	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
122	50524	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
60	50512	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
120	50509	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
123	50506	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
138	50521	mr-04:12	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
114	50464	mr-09:4	2021/05/06 21:47:12	1	0	0	application_1615435002078_0444	10
115	50465	mr-09:4	2021/05/06 21:47:12	1	0	0	application_1615435002078_0444	10
43	50504	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
125	50516	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
98	50513	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
21	50528	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
60	50417	mr-04:1	2021/05/06 21:47:11	1	0	0	application_1615435002078_0444	10
16	50373	mr-04:1	2021/05/06 21:47:11	1	0	0	application_1615435002078_0444	10
137	50510	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
87	50525	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
144	50522	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
115	50519	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
93	50450	mr-04:1	2021/05/06 21:47:11	1	0	0	application_1615435002078_0444	10
114	50507	mr-09:13	2021/05/06 21:47:21	1	0	0	application_1615435002078_0444	10
125	50468	mr-09:4	2021/05/06 21:47:12	1	0	0	application_1615435002078_0444	10
57	50425	mr-03:5	2021/05/06 21:47:11	1	2900000	2	application_1615435002078_0444	10
109	50493	mr-10:7	2021/05/06 21:47:17	1	0	0	application_1615435002078_0444	10
108	50492	mr-10:7	2021/05/06 21:47:17	1	0	0	application_1615435002078_0444	10
136	50495	mr-06:3	2021/05/06 21:47:17	1	0	0	application_1615435002078_0444	10
120	50480	mr-04:1	2021/05/06 21:47:12	0.9	0	0	application_1615435002078_0444	10
100	50490	mr-03:5	2021/05/06 21:47:13	0.9	1981700	2	application_1615435002078_0444	10
122	50481	mr-04:1	2021/05/06 21:47:12	0.9	0	0	application_1615435002078_0444	10
123	50482	mr-04:1	2021/05/06 21:47:12	0.9	0	0	application_1615435002078_0444	10
158	50485	mr-04:1	2021/05/06 21:47:12	0.9	0	0	application_1615435002078_0444	10
137	50488	mr-09:4	2021/05/06 21:47:12	0.9	0	0	application_1615435002078_0444	10
138	50483	mr-04:1	2021/05/06 21:47:12	0.9	0	0	application_1615435002078_0444	10
159	50486	mr-04:1	2021/05/06 21:47:12	0.8	0	0	application_1615435002078_0444	10
144	50489	mr-09:4	2021/05/06 21:47:12	0.8	0	0	application_1615435002078_0444	10
132	50494	mr-10:7	2021/05/06 21:47:17	0.8	0	0	application_1615435002078_0444	10
173	50500	mr-07:10	2021/05/06 21:47:17	0.7	0	0	application_1615435002078_0444	10
