TT42101000058	0.002334024724885956
TT42101000059	0.005605484367165753
TT42101000057	0.009425008076189212
TT42101000049	0.05018061609712818
TT42101000043	0.055256133979960695
TT42101000026	0.10523605399844918
TT42101000075	0.37885417276097527
TT42101000214	4.2632260965938364
TT42101000367	4.4327395268857375
TT42101000044	6.2364053155250305
TT42101000307	6.483435136680753
TT42101000210	6.747987097581084
TT42101000209	7.459690087614286
TT42101000220	8.479755005474676
TT42101000216	10.836864793033827
TT42101000339	13.702078680505934
