T42101005099	0.0
T42101036699	0.06685870362802745
T42101000050	9.811497383873938
T42101000052	19.31461885164673
T42101000057	26.650128637014554
T42101000049	28.67079602674597
T42101000367	59.35631074906868
T42101000058	93.14186058134081
T42101000324	102.33069696657446
T42101000059	113.09664171591875
T42101000150	141.7534123861814
T42101000046	181.63498044328284
T42101000181	185.19558567782477
T42101000068	220.38951972592386
T42101000034	248.8650811686109
T42101000322	259.0471473316457
T42101000354	272.4682992168779
T42101000026	285.5676007656946
T42101000229	285.820302218591
T42101000128	287.70174920791135
T42101000035	290.94842910720496
T42101000185	300.5685352366191
T42101000099	343.16201354319236
T42101000224	354.2393284833474
T42101000230	423.49902917463055
T42101000097	434.8533556459627
T42101000226	469.0658718990728
T42101000297	479.11633287728847
T42101000043	491.4467552994691
T42101000364	496.64478670688925
T42101000048	509.7236291854657
T42101000225	553.4842459644334
T42101000234	558.761948426945
T42101000075	565.4667043856108
T42101000129	589.8294604092439
T42101000051	590.981615486317
T42101000327	599.1839692159482
T42101000194	634.363185962012
T42101000232	649.7925286478845
T42101000127	741.4063686809266
T42101000304	797.5500398106556
T42101000148	811.9919789890915
T42101000123	834.5297361017145
T42101000126	895.2266645552425
T42101000130	963.370630223378
T42101000235	1018.4919322235796
T42101000295	1028.2506346824186
T42101000221	1057.9837772389983
T42101000124	1066.833610252124
T42101000223	1105.982254907127
T42101000044	1106.0762615351277
T42101000182	1110.1659820758227
T42101000296	1113.6830099167676
T42101000054	1207.7134093794098
T42101000227	1212.2317409407144
T42101000231	1217.9254087450597
T42101000056	1242.7631927534082
T42101000189	1269.4233800963827
T42101000250	1271.699927502111
T42101000005	1295.8544161805823
T42101000366	1310.613472220899
T42101000219	1336.6300936814457
T42101000343	1360.3884106420865
T42101000002	1364.565978795639
T42101000228	1444.0095158637746
T42101000216	1472.1528199024879
T42101000143	1480.0416395287473
T42101000145	1480.7623410958518
T42101000006	1527.255079651114
T42101000159	1529.1952912710035
T42101000241	1533.4297256752109
T42101000106	1547.2671436307903
T42101000220	1553.3725219122346
T42101000222	1563.428039024811
T42101000131	1647.3214117364253
T42101000258	1671.692261208028
T42101000120	1729.5555212443562
T42101000184	1733.2888017104585
T42101000193	1745.8179252612654
T42101000166	1822.2407941790755
T42101000187	1828.7431614833743
T42101000208	1857.8213703392228
T42101000239	1908.2977344212545
T42101000077	1939.7464131961588
T42101000206	1941.6155467447
T42101000200	1963.5408755140734
T42101000016	2001.7476393829963
T42101000156	2030.034219613561
T42101000248	2081.1326342469874
T42101000346	2158.439560551046
T42101000132	2160.598178478711
T42101000142	2209.3293351137536
T42101000015	2210.0510153782643
T42101000251	2242.1045123114864
T42101000154	2257.214718386389
T42101000022	2266.5878951423056
T42101000147	2301.8902480833017
T42101000162	2305.316539593547
T42101000017	2338.01625191401
T42101000021	2350.6978766630687
T42101000133	2355.94458447718
T42101000018	2360.1957875852454
T42101000285	2369.303466143119
T42101000020	2371.6283768356607
T42101000141	2383.0755921295786
T42101000069	2406.569376506345
T42101000138	2408.496739159234
T42101000271	2413.101330184246
T42101000269	2418.402145478953
T42101004798	2450.5552528936237
T42101000023	2455.493110528002
T42101000212	2458.4864180847967
T42101000340	2499.3073309511788
T42101000287	2499.498015104313
T42101000109	2515.8211243297496
T42101000270	2548.4407577222473
T42101000076	2562.848972936413
T42101000174	2583.225115475371
T42101000236	2590.285660107218
T42101000103	2613.1347759493988
T42101000211	2613.5141855572424
