351	A24697	0	0	0	LINESTRING (-9580201.818 14822503.727, -9579969.958 14822503.727)
351	A24697	0	1	0	LINESTRING (-9579969.958 14822503.727, -9579738.1 14822503.727)
351	A24697	0	2	0	LINESTRING (-9579738.1 14822503.727, -9579563.993 14822801.56)
351	A24697	0	3	0	LINESTRING (-9579563.993 14822801.56, -9579563.993 14823401.649)
351	A24697	0	4	0	LINESTRING (-9579563.993 14823401.649, -9579738.1 14823699.523)
351	A24697	0	5	0	LINESTRING (-9579738.1 14823699.523, -9579969.958 14823699.523)
351	A24697	0	6	0	LINESTRING (-9579969.958 14823699.523, -9580201.818 14823699.523)
351	A24697	0	7	0	LINESTRING (-9580201.818 14823699.523, -9580433.676 14823699.523)
351	A24697	0	8	0	LINESTRING (-9580433.676 14823699.523, -9580607.783 14823401.649)
351	A24697	0	9	0	LINESTRING (-9580607.783 14823401.649, -9580607.783 14822801.56)
351	A24697	0	10	0	LINESTRING (-9580607.783 14822801.56, -9580433.676 14822503.727)
351	A24697	0	11	0	LINESTRING (-9580433.676 14822503.727, -9580201.818 14822503.727)
351	A83881	0	22689	0	LINESTRING (-9705668.103 14836872.177, -9705493.996 14836573.698)
351	A83881	0	22690	0	LINESTRING (-9705493.996 14836573.698, -9705378.492 14835972.392)
351	A83881	0	22691	0	LINESTRING (-9705378.492 14835972.392, -9705204.385 14835673.961)
351	A83881	0	22692	0	LINESTRING (-9705204.385 14835673.961, -9704972.527 14835673.961)
351	A83881	0	22693	0	LINESTRING (-9704972.527 14835673.961, -9704740.667 14835673.961)
351	A83881	0	22694	0	LINESTRING (-9704740.667 14835673.961, -9704508.809 14835673.961)
351	A83881	0	22695	0	LINESTRING (-9704508.809 14835673.961, -9704334.702 14835972.392)
351	A83881	0	22696	0	LINESTRING (-9704334.702 14835972.392, -9704334.702 14836573.698)
351	A83881	0	22697	0	LINESTRING (-9704334.702 14836573.698, -9704508.809 14836872.177)
351	A83881	0	22698	0	LINESTRING (-9704508.809 14836872.177, -9704740.667 14836872.177)
351	A83881	0	22699	0	LINESTRING (-9704740.667 14836872.177, -9704914.774 14837170.669)
351	A83881	0	22700	0	LINESTRING (-9704914.774 14837170.669, -9704914.774 14837772.085)
351	A83881	0	22701	0	LINESTRING (-9704914.774 14837772.085, -9704740.667 14838070.613)
351	A83881	0	22702	0	LINESTRING (-9704740.667 14838070.613, -9704508.809 14838070.613)
351	A83881	0	22703	0	LINESTRING (-9704508.809 14838070.613, -9704334.702 14838369.161)
351	A83881	0	22704	0	LINESTRING (-9704334.702 14838369.161, -9704334.702 14838970.688)
351	A83881	0	22705	0	LINESTRING (-9704334.702 14838970.688, -9704508.809 14839269.277)
351	A83881	0	22706	0	LINESTRING (-9704508.809 14839269.277, -9704740.667 14839269.277)
351	A83881	0	22707	0	LINESTRING (-9704740.667 14839269.277, -9704914.774 14839567.879)
351	A83881	0	22708	0	LINESTRING (-9704914.774 14839567.879, -9704914.774 14840169.517)
351	A83881	0	22709	0	LINESTRING (-9704914.774 14840169.517, -9704740.667 14840468.155)
351	A83881	0	22710	0	LINESTRING (-9704740.667 14840468.155, -9704508.809 14840468.155)
351	A83881	0	22711	0	LINESTRING (-9704508.809 14840468.155, -9704334.702 14840766.813)
351	A83881	0	22712	0	LINESTRING (-9704334.702 14840766.813, -9704219.197 14841368.562)
351	A83881	0	22713	0	LINESTRING (-9704219.197 14841368.562, -9704045.091 14841667.261)
351	A83881	0	22714	0	LINESTRING (-9704045.091 14841667.261, -9703870.135 14841965.974)
351	A83881	0	22715	0	LINESTRING (-9703870.135 14841965.974, -9703754.629 14842567.828)
351	A83881	0	22716	0	LINESTRING (-9703754.629 14842567.828, -9703580.524 14842866.582)
351	A83881	0	22717	0	LINESTRING (-9703580.524 14842866.582, -9703348.664 14842866.582)
351	A83881	0	22718	0	LINESTRING (-9703348.664 14842866.582, -9703174.558 14843165.35)
351	A83881	0	22719	0	LINESTRING (-9703174.558 14843165.35, -9703174.558 14843767.321)
351	A83881	0	22720	0	LINESTRING (-9703174.558 14843767.321, -9703348.664 14844066.13)
351	A83881	0	22721	0	LINESTRING (-9703348.664 14844066.13, -9703580.524 14844066.13)
351	A83881	0	22722	0	LINESTRING (-9703580.524 14844066.13, -9703812.382 14844066.13)
351	A83881	0	22723	0	LINESTRING (-9703812.382 14844066.13, -9704045.091 14844066.13)
351	A83881	0	22724	0	LINESTRING (-9704045.091 14844066.13, -9704219.197 14843767.321)
351	A83881	0	22725	0	LINESTRING (-9704219.197 14843767.321, -9704334.702 14843165.35)
351	A83881	0	22726	0	LINESTRING (-9704334.702 14843165.35, -9704508.809 14842866.582)
351	A83881	0	22727	0	LINESTRING (-9704508.809 14842866.582, -9704740.667 14842866.582)
351	A83881	0	22728	0	LINESTRING (-9704740.667 14842866.582, -9704972.527 14842866.582)
351	A83881	0	22729	0	LINESTRING (-9704972.527 14842866.582, -9705204.385 14842866.582)
351	A83881	0	22730	0	LINESTRING (-9705204.385 14842866.582, -9705378.492 14843165.35)
351	A83881	0	22731	0	LINESTRING (-9705378.492 14843165.35, -9705493.996 14843767.321)
351	A83881	0	22732	0	LINESTRING (-9705493.996 14843767.321, -9705668.103 14844066.13)
351	A83881	0	22738	0	LINESTRING (-9705668.103 14845265.894, -9705436.245 14845265.894)
351	A83881	0	22739	0	LINESTRING (-9705436.245 14845265.894, -9705204.385 14845265.894)
351	A83881	0	22740	0	LINESTRING (-9705204.385 14845265.894, -9704972.527 14845265.894)
351	A83881	0	22741	0	LINESTRING (-9704972.527 14845265.894, -9704740.667 14845265.894)
351	A83881	0	22742	0	LINESTRING (-9704740.667 14845265.894, -9704508.809 14845265.894)
351	A83881	0	22743	0	LINESTRING (-9704508.809 14845265.894, -9704334.702 14845564.772)
351	A83881	0	22744	0	LINESTRING (-9704334.702 14845564.772, -9704219.197 14846171.362)
351	A83881	0	22745	0	LINESTRING (-9704219.197 14846171.362, -9704045.091 14846470.281)
351	A83881	0	22746	0	LINESTRING (-9704045.091 14846470.281, -9703812.382 14846470.281)
351	A83881	0	22747	0	LINESTRING (-9703812.382 14846470.281, -9703580.524 14846470.281)
351	A83881	0	22748	0	LINESTRING (-9703580.524 14846470.281, -9703348.664 14846470.281)
351	A83881	0	22749	0	LINESTRING (-9703348.664 14846470.281, -9703174.558 14846171.362)
351	A83881	0	22750	0	LINESTRING (-9703174.558 14846171.362, -9703059.053 14845564.772)
351	A83881	0	22751	0	LINESTRING (-9703059.053 14845564.772, -9702884.946 14845265.894)
351	A83881	0	22752	0	LINESTRING (-9702884.946 14845265.894, -9702653.087 14845265.894)
351	A83881	0	22753	0	LINESTRING (-9702653.087 14845265.894, -9702421.228 14845265.894)
351	A83881	0	22754	0	LINESTRING (-9702421.228 14845265.894, -9702189.369 14845265.894)
351	A83881	0	22755	0	LINESTRING (-9702189.369 14845265.894, -9701957.511 14845265.894)
351	A83881	0	22756	0	LINESTRING (-9701957.511 14845265.894, -9701725.651 14845265.894)
351	A83881	0	22757	0	LINESTRING (-9701725.651 14845265.894, -9701493.793 14845265.894)
351	A83881	0	22758	0	LINESTRING (-9701493.793 14845265.894, -9701261.933 14845265.894)
351	A83881	0	22759	0	LINESTRING (-9701261.933 14845265.894, -9701030.075 14845265.894)
351	A83881	0	22760	0	LINESTRING (-9701030.075 14845265.894, -9700798.215 14845265.894)
351	A83881	0	22761	0	LINESTRING (-9700798.215 14845265.894, -9700566.357 14845265.894)
351	A83881	0	22762	0	LINESTRING (-9700566.357 14845265.894, -9700333.648 14845265.894)
351	A83881	0	22763	0	LINESTRING (-9700333.648 14845265.894, -9700101.789 14845265.894)
351	A83881	0	22764	0	LINESTRING (-9700101.789 14845265.894, -9699869.93 14845265.894)
351	A83881	0	22765	0	LINESTRING (-9699869.93 14845265.894, -9699638.071 14845265.894)
351	A83881	0	22766	0	LINESTRING (-9699638.071 14845265.894, -9699463.964 14845564.772)
