S42101032400	T42101000327	4.1351169794607346E-6
S42101032400	T42101000324	1.2745638620763152E-4
S42101014000	T42101000147	1.2091010945275168E-6
S42101014000	T42101000146	5.519013257581214E-7
S42101014000	T42101000140	4.206095531220723E-5
S42101014000	T42101000141	1.4321422675156092E-6
S42101008900	T42101000004	8.736935026278885E-7
S42101008900	T42101000008	6.043897750444684E-7
S42101008900	T42101000012	4.3225883255819723E-7
S42101008900	T42101000124	1.041554582230152E-6
S42101008900	T42101000007	4.5988745454637537E-7
S42101008900	T42101000090	1.0734708518613751E-6
S42101008900	T42101000091	3.0007053450948036E-7
S42101008900	T42101000089	9.265388796667192E-5
S42101006800	T42101000035	3.3319432072199524E-6
S42101006800	T42101000068	8.517587101999198E-5
S42101006800	T42101000069	1.0775167728069468E-6
S42101012300	T42101000123	6.089371684266113E-4
S42101012300	T42101000124	1.1820310693668238E-9
S42101012300	T42101000150	9.03829084215856E-6
S42101012300	T42101000111	1.129382865441311E-8
S42101012300	T42101000207	3.32593073913484E-6
S42101012300	T42101000170	2.6627808211396447E-6
S42101012300	T42101000122	9.26974311207903E-7
S42101035200	T42101000353	7.542449999672885E-8
S42101035200	T42101000362	2.1630000003956023E-8
S42101035200	T42101000352	1.9179579538795727E-4
S42101035200	T42101000348	1.2053467032438157E-7
S42101035200	T42101000351	1.611463300602648E-6
S42101028900	T42101000291	1.6604514610180224E-8
S42101028900	T42101000193	2.004392434769879E-5
S42101028900	T42101000289	1.1953710486606249E-4
S42101028900	T42101000191	1.4048103984799468E-6
S42101028900	T42101000290	3.692658659531212E-7
S42101028900	T42101000292	5.074052007201178E-6
S42101025900	T42101000260	1.4693411650844729E-6
S42101025900	T42101000259	5.4050192814852855E-5
S42101016100	T42101000160	1.1261008403410752E-6
S42101016100	T42101000179	7.107576086455792E-7
S42101016100	T42101000161	6.949292009683732E-5
S42101016100	T42101000178	1.7390714541867034E-6
S42101013700	T42101000138	2.5246140562246277E-6
S42101013700	T42101000137	5.9851208806698643E-5
S42101013700	T42101000149	1.4926856370486047E-6
S42101003702	T42101000037	2.612793318090651E-5
S42101003702	T42101003898	2.4682381577726092E-8
S42101003702	T42101000039	3.6788443750077645E-7
S42101013000	T42101000128	3.221879000084031E-7
S42101013000	T42101000129	1.155360506045016E-6
S42101013000	T42101000142	1.3627370281130022E-6
S42101013000	T42101000130	1.9039254065848067E-5
S42101013000	T42101000367	9.809031801094023E-8
S42101009100	T42101000109	2.971534756282932E-8
S42101009100	T42101000108	4.971005577233904E-7
S42101009100	T42101000091	4.1542681962956066E-5
S42101009100	T42101000090	2.4059021317548316E-6
S42101031900	T42101000316	1.5743619209785295E-8
S42101031900	T42101000323	2.7867488483884814E-8
S42101031900	T42101000319	7.72565288584613E-5
S42101031900	T42101000317	3.219414980842389E-7
S42101031900	T42101000321	6.561829201031084E-7
S42101031900	T42101000320	2.73933561564638E-6
S42101021900	T42101000218	4.416155650990216E-6
S42101021900	T42101000216	4.529795777603979E-7
S42101021900	T42101000217	2.1290061772326455E-8
S42101021900	T42101000219	1.461664057094706E-4
S42101030000	T42101000319	1.7316518747268462E-6
S42101030000	T42101000298	4.4076915691141815E-7
S42101030000	T42101000300	9.171236809418147E-5
S42101030000	T42101000299	2.0637390754718768E-6
S42101030000	T42101000317	5.708352266510235E-10
S42101030000	T42101000302	2.0264546350852167E-7
S42101033600	T42101000337	3.0089234528480863E-6
S42101033600	T42101000336	1.1406949699600253E-4
S42101033600	T42101000334	2.487479551120575E-6
S42101036100	T42101000363	2.927575246215744E-6
S42101036100	T42101000361	1.1987799820726468E-4
S42101036100	T42101000362	9.406775137199356E-7
S42101036100	T42101000360	2.0421570802258116E-7
S42101036100	T42101000364	4.578031324760624E-6
S42101001900	T42101000014	1.7714375499924107E-6
S42101001900	T42101000019	3.178698669243637E-5
S42101001900	T42101000018	3.3402960396167327E-7
S42101001900	T42101000024	6.854461536266116E-7
S42101030700	T42101000308	3.575323447729285E-6
S42101030700	T42101000339	5.01367548839407E-7
S42101030700	T42101000338	7.917375188112035E-7
S42101030700	T42101000307	6.278977956895365E-5
S42101030700	T42101000306	1.3822441565921388E-7
S42101028700	T42101000286	2.1621815257808414E-7
S42101028700	T42101000285	4.0338356743653444E-8
S42101028700	T42101000287	3.466195982534899E-5
S42101028700	T42101000288	2.0946386653776143E-6
S42101012500	T42101000003	1.492240412971586E-6
S42101012500	T42101000125	8.75645376164684E-5
S42101012500	T42101000126	1.5889120424196513E-6
S42101012500	T42101000134	1.595934118095926E-6
S42101012500	T42101000133	7.360856603202665E-7
S42101012500	T42101000150	7.869731497173543E-7
