S42101030800	T42101000310	2.072108433616215E-6
S42101030800	T42101000338	3.364889622025497E-6
S42101030800	T42101000308	7.854956794437086E-5
S42101016100	T42101000179	1.977192796937533E-7
S42101016100	T42101000177	4.25346532417767E-8
S42101016100	T42101000162	3.141154521660593E-7
S42101016100	T42101000178	1.036240366204816E-6
S42101016100	T42101000161	7.108852412951572E-5
S42101016100	T42101000157	1.5619733234043932E-7
S42101016100	T42101000163	1.7923237868464204E-6
S42101028500	T42101000285	2.743430262039984E-5
S42101028500	T42101000275	4.837791741742846E-7
S42101028500	T42101000282	1.3710144716828053E-8
S42101028500	T42101000286	2.3999406069913584E-7
S42101010000	T42101000101	1.8034663972806544E-6
S42101010000	T42101000096	1.5991920803689904E-7
S42101010000	T42101000100	4.82898838315443E-5
S42101010000	T42101000115	1.9750165672353636E-6
S42101010000	T42101000114	2.401169959107356E-7
S42101034600	T42101000348	1.6478048109948582E-6
S42101034600	T42101000345	2.700547232513398E-9
S42101034600	T42101000346	1.844826814419385E-4
S42101034600	T42101000354	1.0173057359558657E-5
S42101034600	T42101000355	4.394840256938154E-9
S42101000600	T42101000004	7.190817334323877E-8
S42101000600	T42101000006	1.374287644112926E-5
S42101000600	T42101000005	4.086169250456677E-6
S42101000600	T42101000007	2.6159564519132287E-7
S42101000600	T42101000010	3.319198985024108E-8
S42101006500	T42101000066	3.3360651585379343E-9
S42101006500	T42101000065	1.0903771137618022E-4
S42101006500	T42101000072	3.7938257207543257E-6
S42101006500	T42101000082	1.6380672218216034E-6
S42101006500	T42101000081	9.550860131843247E-8
S42101006500	T42101000071	3.3920274646578164E-6
S42101000500	T42101000002	3.699873037391161E-6
S42101000500	T42101000005	4.055245529378598E-5
S42101000500	T42101000004	8.990178500061394E-7
S42101000500	T42101000003	3.981731884278298E-8
S42101019200	T42101000192	6.43664645075101E-5
S42101019200	T42101000193	2.1836836904174406E-6
S42101019200	T42101000191	2.583685349400105E-6
S42101019200	T42101000190	2.9706193197744474E-12
S42101019200	T42101000195	1.4951248203582205E-7
S42101029100	T42101000142	5.1669171301638454E-8
S42101029100	T42101000291	1.3514328252494303E-4
S42101029100	T42101000367	5.1669171301638454E-8
S42101029100	T42101000290	7.139059191155391E-8
S42101029100	T42101000304	1.8109228946984415E-6
S42101029100	T42101000273	2.1384039287257444E-8
S42101029100	T42101000305	4.2932310984013265E-6
S42101024500	T42101000280	6.898267313292602E-7
S42101024500	T42101000279	1.0822954388205358E-6
S42101024500	T42101000247	7.336416124745507E-7
S42101024500	T42101000244	7.960246939504394E-10
S42101024500	T42101000246	5.73665820421701E-7
