S42101000100	T42101000366	2.480105483873922e-06
S42101001000	T42101000366	2.561689505787003e-06
S42101001600	T42101000366	9.59686303398405e-07
S42101001700	T42101000366	1.0302807096129174e-06
S42101002500	T42101000366	1.4574800948174065e-06
S42101002700	T42101000366	4.986200800033292e-07
S42101012900	T42101000366	2.525355473935524e-06
S42101036600	T42101000366	0.00023748322467321425
S42101000100	T42101000001	7.105410388389116e-05
S42101000200	T42101000001	1.360001364904509e-06
S42101000500	T42101000001	1.0557132216338308e-06
S42101000600	T42101000001	2.7592709654187193e-08
S42101001000	T42101000001	1.5002068199209018e-06
S42101000100	T42101000128	7.765014311403401e-07
S42101012700	T42101000128	1.6537637454189222e-06
S42101012800	T42101000128	2.446259692344503e-05
S42101013000	T42101000128	3.221879000084031e-07
S42101000100	T42101000127	2.5695010502650783e-07
S42101000200	T42101000127	6.99359970227652e-07
S42101012600	T42101000127	1.8551620727250368e-06
S42101012700	T42101000127	3.2949670852011135e-05
S42101000100	T42101000129	6.323970960897584e-07
S42101012800	T42101000129	2.0048316717728914e-06
S42101012900	T42101000129	3.4002541726079045e-05
S42101013000	T42101000129	1.155360506045016e-06
S42101000200	T42101000002	3.970061709747454e-05
S42101000300	T42101000002	1.207476255177084e-06
S42101000400	T42101000002	5.180131988543431e-08
S42101000500	T42101000002	1.7951053274270708e-06
S42101000200	T42101000126	1.0186215673776595e-06
S42101000300	T42101000126	5.553143262374139e-08
S42101012500	T42101000126	1.5889120424196513e-06
S42101012600	T42101000126	3.555706929091791e-05
S42101013300	T42101000126	2.598656666652126e-07
S42101000300	T42101000004	2.453376637499124e-07
S42101000400	T42101000004	5.239677074954696e-05
S42101000500	T42101000004	2.1240239510137023e-07
S42101000700	T42101000004	2.6440735306611483e-06
S42101008900	T42101000004	8.736935026278885e-07
S42101000300	T42101000003	5.520103354077609e-05
S42101000400	T42101000003	2.66216144882404e-06
S42101012500	T42101000003	1.492240412971586e-06
S42101000300	T42101000125	2.80248810767085e-06
S42101012500	T42101000125	8.75645376164684e-05
S42101000400	T42101000005	1.4222164817383579e-06
S42101000500	T42101000005	4.239229405584016e-05
S42101000600	T42101000005	1.7829614803472506e-06
S42101000700	T42101000005	5.252798209492426e-08
S42101000600	T42101000010	3.724180585704616e-07
S42101000900	T42101000010	8.523999289660754e-07
S42101001000	T42101000010	7.027956239303342e-05
S42101001100	T42101000010	1.1947832986909853e-06
S42101001500	T42101000010	2.7621290418572416e-07
S42101001600	T42101000010	1.254673416543856e-06
S42101000600	T42101000006	1.553652175142192e-05
S42101000700	T42101000006	4.77488182414066e-07
S42101000800	T42101000006	5.281731617618265e-08
S42101000900	T42101000006	1.7574889687455657e-06
S42101001000	T42101000006	3.068378125238662e-08
S42101000700	T42101000007	2.423236030480589e-05
S42101000800	T42101000007	2.7627522406406275e-06
S42101008900	T42101000007	4.5988745454637537e-07
S42101000800	T42101000009	7.683479326892029e-07
S42101000900	T42101000009	2.4947461102275615e-05
S42101001100	T42101000009	1.783085022732209e-06
S42101001200	T42101000009	5.6105942310048953e-08
S42101000800	T42101000008	3.984918251048719e-05
S42101001200	T42101000008	2.9114277144754177e-06
S42101008900	T42101000008	6.043897750444684e-07
S42101001100	T42101000011	3.650568167857604e-05
S42101001200	T42101000011	1.149520830471343e-06
S42101001400	T42101000011	5.222536398323135e-08
S42101001500	T42101000011	1.7725721269761528e-06
S42101001200	T42101000012	6.680181301273447e-05
S42101001300	T42101000012	1.8590069693519867e-06
S42101001400	T42101000012	1.8170764572644394e-06
S42101007600	T42101000012	3.9744728074143383e-08
S42101008900	T42101000012	4.3225883255819723e-07
S42101001300	T42101000033	3.0861213886295504e-08
S42101003300	T42101000033	7.616985049595092e-05
S42101003400	T42101000033	1.4262714836559216e-06
S42101003500	T42101000033	2.0114673000077094e-06
S42101003600	T42101000033	2.355877006524528e-06
S42101001300	T42101000020	9.916798563213295e-08
S42101002000	T42101000020	2.80590004189092e-05
S42101003200	T42101000020	1.281159193583284e-06
S42101003300	T42101000020	1.085772401852913e-06
S42101001300	T42101000019	9.748070862201462e-07
S42101001900	T42101000019	3.178698669243637e-05
S42101002100	T42101000019	8.50987838773546e-07
S42101002200	T42101000019	9.624183825719199e-07
S42101001300	T42101000014	1.0306853268004005e-06
S42101001400	T42101000014	3.080787712320247e-05
S42101001900	T42101000014	1.7714375499924107e-06
S42101001300	T42101000013	7.750710241808461e-05
S42101002000	T42101000013	1.2401165897036037e-06
S42101002100	T42101000013	1.797332715264794e-07
S42101003300	T42101000013	1.5129459414803147e-06
S42101007600	T42101000013	1.0443347791780425e-06
S42101001400	T42101000018	2.870000000035176e-07
S42101001800	T42101000018	2.236339688459868e-05
S42101001900	T42101000018	3.3402960396167327e-07
S42101002400	T42101000018	2.2605735114288275e-06
S42101001400	T42101000015	6.504555555510443e-07
S42101001500	T42101000015	2.2537921777775993e-05
S42101001800	T42101000015	2.051622666674291e-06
S42101001500	T42101000016	6.55143191063283e-07
S42101001600	T42101000016	1.8815867780039607e-05
S42101001700	T42101000016	1.5044950955715684e-06
S42101001800	T42101000016	5.472143333587579e-08
S42101001700	T42101000017	1.9146996694822808e-05
S42101001800	T42101000017	7.47509015386909e-07
S42101002400	T42101000017	6.675311991023566e-08
S42101002500	T42101000017	1.7208636698871653e-06
S42101001900	T42101000024	6.854461536266116e-07
S42101002200	T42101000024	4.557447206839963e-07
S42101002300	T42101000024	2.1750094918888456e-06
S42101002400	T42101000024	5.236099320396561e-05
S42101002800	T42101000024	7.70038400006497e-07
S42101002900	T42101000024	3.7768029850194045e-08
S42101002000	T42101000021	1.2259829913922896e-06
S42101002100	T42101000021	2.2836158649320768e-05
S42101003100	T42101000021	9.87453567757259e-07
S42101003200	T42101000021	5.5404791521625264e-08
S42101002100	T42101000022	1.2357702403759203e-06
S42101002200	T42101000022	2.252146957108263e-05
S42101003000	T42101000022	9.856940539289492e-07
S42101003100	T42101000022	6.186613461318657e-08
S42101002200	T42101000023	8.65367325666012e-07
S42101002300	T42101000023	2.0110990508118823e-05
S42101002900	T42101000023	1.24970236038834e-06
S42101003000	T42101000023	5.8939805834102656e-08
S42101002400	T42101000025	1.8313801646935919e-06
S42101002500	T42101000025	3.881680623529823e-05
S42101002700	T42101000025	1.295454571419518e-06
S42101002800	T42101000025	5.135902857087048e-08
S42101002700	T42101000026	2.1076314683824453e-06
S42101004201	T42101000026	1.9141038081839497e-07
S42101002700	T42101000027	5.862289388017429e-05
S42101002800	T42101000027	2.5668878441682253e-06
S42101004101	T42101000027	3.0104755847302057e-07
S42101004201	T42101000027	1.033770717172679e-06
S42101002800	T42101000028	5.9118964727248024e-05
S42101002900	T42101000028	1.5876451818247343e-06
S42101004001	T42101000028	8.190297593515754e-07
S42101004101	T42101000028	9.740603315632823e-07
S42101002900	T42101000040	1.479943181808912e-07
S42101003901	T42101000040	1.704312987925955e-06
S42101003902	T42101000040	1.432397225648639e-06
S42101004001	T42101000040	3.074634883935471e-05
S42101004002	T42101000040	3.312800701536755e-05
S42101004500	T42101000040	1.0159396135228767e-06
S42101002900	T42101000029	3.5412190109740314e-05
S42101003000	T42101000029	2.544841320482302e-06
S42101003901	T42101000029	4.5436062729558575e-07
S42101004001	T42101000029	2.390794247264453e-08
S42101003000	T42101000030	4.587552481978502e-05
S42101003100	T42101000030	2.1108062499838765e-06
S42101003701	T42101000030	5.068000000079477e-07
S42101003901	T42101000030	9.718689302283395e-07
S42101003100	T42101000031	3.851737404762336e-05
S42101003200	T42101000031	2.054028229300812e-06
S42101003701	T42101000031	1.0935977230830222e-06
S42101003200	T42101000032	4.858940778558954e-05
S42101003300	T42101000032	2.068946137501774e-06
S42101003600	T42101000032	8.975780641401385e-07
S42101003701	T42101000032	4.240680127750894e-07
S42101003300	T42101000076	5.397140232288985e-07
S42101003400	T42101000076	9.652613405911105e-07
S42101007400	T42101000076	3.4122112551445026e-08
S42101007600	T42101000076	0.00011635241533748848
S42101007700	T42101000076	2.2773507237960984e-06
S42101008800	T42101000076	4.5747343202473134e-07
S42101003400	T42101000035	2.215821588742782e-05
S42101003500	T42101000035	0.00016718166778306913
S42101004600	T42101000035	4.788837416187359e-07
S42101006800	T42101000035	3.3319432072199524e-06
S42101006900	T42101000035	2.5083741837148213e-06
S42101003400	T42101000075	5.076001007208816e-06
S42101006900	T42101000075	1.458788544554891e-05
S42101007000	T42101000075	3.8271404114718095e-08
S42101007400	T42101000075	1.1726678728231292e-06
S42101003400	T42101000034	4.955800078112727e-05
S42101003500	T42101000034	1.7091391005188672e-05
S42101007600	T42101000034	5.243670974329896e-07
S42101003500	T42101000046	1.5928105265549368e-08
S42101004600	T42101000046	0.000415111718043244
S42101004700	T42101000046	1.6113413458160298e-09
S42101005100	T42101000046	2.073488653563345e-08
S42101003500	T42101000036	6.20623530653618e-06
S42101003600	T42101000036	8.776864069347105e-05
S42101003800	T42101000036	1.3399762780233817e-07
S42101004600	T42101000036	3.040987220308672e-08
S42101003600	T42101000037	2.7340692358491934e-06
S42101003701	T42101000037	3.501218426413392e-05
S42101003702	T42101000037	2.612793318090651e-05
S42101003800	T42101000037	4.808133190833206e-07
S42101003701	T42101000039	8.022000000109762e-07
S42101003702	T42101000039	3.6788443750077645e-07
S42101003800	T42101000039	4.079964276783437e-06
S42101003901	T42101000039	4.221920745455199e-05
S42101003902	T42101000039	4.616891903054107e-05
S42101004700	T42101000039	8.618248006110782e-07
S42101003702	T42101003898	2.468238157772609e-08
S42101003800	T42101003898	6.796961227632857e-05
S42101004600	T42101003898	4.204110697144132e-06
S42101004700	T42101003898	6.165946449239588e-07
S42101003902	T42101000045	1.605263243818504e-06
S42101004500	T42101000045	4.910264669851106e-05
S42101004700	T42101000045	6.279590829960659e-08
S42101004800	T42101000045	1.052762590307331e-06
S42101004001	T42101000041	1.6907134588211439e-06
S42101004002	T42101000041	1.766992984616169e-06
S42101004101	T42101000041	3.730760636975467e-05
S42101004102	T42101000041	3.960287032143963e-05
S42101004400	T42101000041	4.3700159615206955e-07
S42101004500	T42101000041	8.348152692252472e-07
S42101004101	T42101000042	1.6723857402307108e-06
S42101004102	T42101000042	1.7842786785713548e-06
S42101004201	T42101000042	3.514193140934813e-05
S42101004202	T42101000042	4.463576237367866e-05
S42101004400	T42101000042	1.476041798182778e-06
S42101004201	T42101000043	1.6632374926652843e-06
S42101004202	T42101000043	2.036698126318186e-06
S42101004400	T42101000043	1.8248830351465766e-06
S42101004400	T42101000044	5.7102320570498555e-05
S42101004500	T42101000044	1.4514964187598977e-06
S42101004600	T42101000051	1.3239502260830904e-06
S42101005100	T42101000051	0.0002777795186445916
S42101005200	T42101000051	3.908066858189608e-06
S42101004600	T42101000058	6.176352067271659e-07
S42101005200	T42101000058	6.04458158609671e-07
S42101006100	T42101000058	1.7699160945485135e-06
S42101004600	T42101004798	1.2717722128963165e-06
