365	mr-10	1620720646215	1620720648943	2728
42058	mr-10	1620720794141	1620720796744	2603
22500	mr-10	1620720725330	1620720727710	2380
2	mr-10	1620720644340	1620720646890	2550
98	mr-10	1620720644358	1620720646639	2281
103	mr-05	1620720644359	1620720646506	2147
198	mr-02	1620720645418	1620720647391	1973
21591	mr-10	1620720721879	1620720723898	2019
9370	mr-10	1620720679041	1620720681114	2073
67	mr-05	1620720644352	1620720646390	2038
43818	mr-10	1620720800818	1620720802792	1974
5890	mr-10	1620720666951	1620720668829	1878
92	mr-06	1620720644357	1620720646318	1961
97	mr-02	1620720644358	1620720646289	1931
38	mr-10	1620720644347	1620720646417	2070
45	mr-10	1620720644348	1620720646433	2085
43	mr-05	1620720644347	1620720646245	1898
3255	mr-06	1620720657438	1620720659211	1773
12639	mr-10	1620720690211	1620720692064	1853
22532	mr-10	1620720725437	1620720727257	1820
138	mr-10	1620720644894	1620720646720	1826
17416	mr-03	1620720706819	1620720708553	1734
17572	mr-10	1620720707355	1620720709112	1757
38198	mr-10	1620720780712	1620720782565	1853
72	mr-03	1620720644353	1620720646170	1817
23157	mr-10	1620720727725	1620720729644	1919
44	mr-06	1620720644348	1620720646148	1800
35167	mr-10	1620720769597	1620720771324	1727
36798	mr-01	1620720775824	1620720777469	1645
28493	mr-10	1620720746266	1620720748107	1841
35255	mr-10	1620720769984	1620720771795	1811
21877	mr-10	1620720722933	1620720724812	1879
4680	mr-10	1620720662644	1620720664364	1720
21834	mr-10	1620720722775	1620720724645	1870
42756	mr-03	1620720796705	1620720798314	1609
17519	mr-07	1620720707130	1620720708723	1593
17443	mr-01	1620720706909	1620720708579	1670
33137	mr-02	1620720762227	1620720763819	1592
43019	mr-10	1620720797763	1620720799365	1602
32	mr-06	1620720644346	1620720646027	1681
11253	mr-11	1620720685341	1620720686895	1554
33267	mr-10	1620720762739	1620720764376	1637
13071	mr-10	1620720691750	1620720693503	1753
12224	mr-10	1620720688716	1620720690450	1734
11811	mr-10	1620720687244	1620720688948	1704
33118	mr-10	1620720762162	1620720763842	1680
42832	mr-03	1620720796963	1620720798487	1524
13996	mr-10	1620720695041	1620720696770	1729
32192	mr-10	1620720759126	1620720760646	1520
20688	mr-10	1620720718701	1620720720354	1653
86	mr-10	1620720644356	1620720646029	1673
8583	mr-06	1620720676294	1620720677846	1552
7342	mr-09	1620720672015	1620720673498	1483
451	mr-03	1620720646663	1620720648262	1599
43550	mr-10	1620720799799	1620720801406	1607
41977	mr-10	1620720793869	1620720795447	1578
25	mr-02	1620720644344	1620720645925	1581
34955	mr-07	1620720768773	1620720770222	1449
21	mr-10	1620720644344	1620720646038	1694
8532	mr-10	1620720676125	1620720677609	1484
42069	mr-09	1620720794166	1620720795634	1468
43724	mr-01	1620720800484	1620720801952	1468
118	mr-05	1620720644820	1620720646474	1654
34844	mr-10	1620720768396	1620720770058	1662
2558	mr-11	1620720654891	1620720656333	1442
36740	mr-10	1620720775617	1620720777090	1473
14911	mr-10	1620720698243	1620720699909	1666
22522	mr-10	1620720725411	1620720726991	1580
17484	mr-06	1620720707017	1620720708464	1447
62	mr-10	1620720644351	1620720645946	1595
33164	mr-04	1620720762324	1620720763757	1433
35315	mr-01	1620720770225	1620720771656	1431
48	mr-03	1620720644348	1620720645878	1530
804	mr-10	1620720648386	1620720650063	1677
33	mr-10	1620720644346	1620720646040	1694
7831	mr-06	1620720673724	1620720675152	1428
43723	mr-10	1620720800483	1620720801948	1465
32934	mr-10	1620720761522	1620720762957	1435
34197	mr-05	1620720766102	1620720767508	1406
28371	mr-07	1620720745855	1620720747243	1388
369	mr-10	1620720646235	1620720647872	1637
22391	mr-10	1620720724909	1620720726436	1527
39940	mr-06	1620720786893	1620720788300	1407
9841	mr-10	1620720680678	1620720682133	1455
1122	mr-02	1620720649633	1620720651045	1412
182	mr-10	1620720645332	1620720647203	1871
36875	mr-03	1620720776090	1620720777478	1388
434	mr-03	1620720646559	1620720647951	1392
13388	mr-10	1620720692896	1620720694296	1400
373	mr-03	1620720646248	1620720647631	1383
9288	mr-10	1620720678762	1620720680401	1639
42340	mr-10	1620720795146	1620720796703	1557
43889	mr-10	1620720801092	1620720802507	1415
11294	mr-10	1620720685454	1620720686911	1457
21269	mr-10	1620720720718	1620720722179	1461
362	mr-02	1620720646184	1620720647556	1372
27220	mr-06	1620720741907	1620720743379	1472
3233	mr-10	1620720657356	1620720658936	1580
43632	mr-09	1620720800108	1620720801457	1349
17549	mr-12	1620720707253	1620720708603	1350
16870	mr-10	1620720705026	1620720706598	1572
35306	mr-03	1620720770182	1620720771577	1395
285	mr-01	1620720645815	1620720647168	1353
19440	mr-10	1620720714103	1620720715526	1423
38767	mr-03	1620720782699	1620720784231	1532
18844	mr-07	1620720712057	1620720713375	1318
17457	mr-11	1620720706945	1620720708277	1332
33563	mr-10	1620720763942	1620720765405	1463
20254	mr-09	1620720717122	1620720718447	1325
81	mr-10	1620720644355	1620720645977	1622
5	mr-01	1620720644340	1620720645770	1430
43362	mr-02	1620720799127	1620720800454	1327
35327	mr-11	1620720770262	1620720771580	1318
12491	mr-11	1620720689676	1620720691037	1361
42976	mr-10	1620720797572	1620720798964	1392
21440	mr-05	1620720721303	1620720722619	1316
3247	mr-03	1620720657421	1620720658779	1358
43470	mr-10	1620720799490	1620720800902	1412
12595	mr-06	1620720690048	1620720691368	1320
5339	mr-01	1620720665005	1620720666319	1314
14695	mr-06	1620720697478	1620720698792	1314
447	mr-10	1620720646638	1620720648234	1596
33119	mr-05	1620720762163	1620720763465	1302
17462	mr-04	1620720706953	1620720708251	1298
12313	mr-12	1620720689043	1620720690348	1305
24004	mr-11	1620720730745	1620720732040	1295
40878	mr-12	1620720790075	1620720791376	1301
5411	mr-10	1620720665240	1620720666657	1417
42261	mr-05	1620720794862	1620720796155	1293
21797	mr-02	1620720722620	1620720723913	1293
17472	mr-07	1620720706986	1620720708259	1273
33729	mr-01	1620720764493	1620720765785	1292
