0	0	0
1	0	0
2	0	0
3	809	809
4	0	0
5	0	0
6	10390	9862
7	225	225
8	7685	7685
9	7967	6611
10	26068	26058
11	3	3
12	3577	4513
13	17846	34898
14	8920	24744
15	19158	19840
16	12311	20399
17	9194	9326
18	4474	4474
19	20206	21974
20	5328	5328
21	1581	1581
22	888	888
23	4484	4484
24	9772	9772
25	9116	9116
26	15560	15560
27	9926	9900
28	14442	14412
29	6200	6192
30	9212	9212
31	19516	18302
32	20750	22372
33	35326	37774
34	5890	5890
35	29022	30500
36	3940	3928
37	5252	5252
38	7772	8418
39	8920	9408
40	13510	14620
41	23644	24964
42	5904	5898
43	18632	19922
44	3982	3982
45	21627	21313
46	27342	30156
47	13986	14042
48	19568	19658
49	5124	5086
50	9316	9316
51	14198	14198
52	13038	13040
53	14530	16084
54	23652	23712
55	10592	11504
56	7624	7780
57	9182	9788
58	16918	18974
59	30676	33592
60	1483	1483
61	2314	2314
62	13118	13118
63	3984	3984
64	16196	16196
65	10892	10880
66	13568	13164
67	20514	20844
68	5756	5756
69	9202	9406
70	2573	2573
71	2813	2813
72	29862	23684
73	21076	17324
74	7764	7766
75	5790	7464
76	11926	11878
77	15714	15702
78	15848	16314
79	9448	9452
80	3162	3136
81	28500	25296
82	18578	18576
83	13990	13982
84	14880	9070
85	11208	11194
86	14118	14108
87	21068	20526
88	34514	34450
89	14796	15284
90	6982	6982
91	13608	13872
92	8190	7560
93	15896	16830
94	4536	4536
95	13094	13014
96	6318	6300
97	61	59
98	9896	10418
99	118	118
100	31736	31892
101	11838	11844
102	5180	5500
103	9946	10216
104	15156	16620
105	9342	9342
106	21944	24168
107	12906	13856
108	4714	5094
109	10548	10446
110	6302	6732
111	24388	27100
112	19744	22236
113	16276	17698
114	1239	4711
115	27474	28446
116	9206	13700
117	25948	25702
118	11946	12452
119	6776	7164
120	18898	19500
121	2912	2892
122	4446	4550
123	25224	24964
124	10554	10538
125	27168	26996
126	10632	11266
127	17096	17218
128	5090	5036
129	9586	9582
130	20508	23812
131	24874	24778
132	4306	6414
133	3606	3606
134	9012	8952
135	8420	8420
136	18292	19166
137	5845	5887
138	38046	38024
139	21008	21110
140	6496	6550
141	14744	14744
142	10670	10790
143	18699	18989
144	3692	3688
145	19330	19330
146	4366	4366
147	20610	20610
148	7121	7363
149	31816	31790
150	26530	26520
151	5004	5004
152	5844	5810
153	5400	5400
154	31934	32828
155	10034	8830
156	2882	2858
157	864	852
158	4330	4330
159	12326	11490
160	14854	14858
161	8888	8594
162	18492	18488
163	11258	11186
164	8248	8248
165	14098	14098
166	7384	7384
167	32566	32374
168	35038	35240
169	9838	9846
170	15020	20250
171	9872	9872
172	5462	5646
173	24552	24594
174	18600	18366
175	9472	9446
176	10680	10780
177	5746	4326
178	34110	35072
179	24514	25584
180	3974	3972
181	15140	15204
182	22050	22070
183	1188	1166
184	20238	20176
185	7118	6988
186	9746	8544
187	20116	20122
188	28716	28536
189	17586	17586
190	13978	13316
191	21552	19674
192	11030	8388
193	20817	11213
194	31682	21570
195	24354	20886
196	17492	17194
197	12818	12778
198	21274	21194
199	6372	6326
200	23256	25252
201	30104	29794
202	13356	12600
203	12084	11012
204	9852	8200
205	14504	15084
206	23492	15998
207	30676	30748
208	10210	9542
209	34484	34772
210	13102	12652
211	21550	17624
212	3624	3586
213	29880	17594
214	11638	11586
215	31332	18352
216	27466	27380
217	34822	31380
218	23296	23234
219	31032	29512
220	4980	4980
221	21964	21968
222	14696	14554
223	6466	6312
224	10362	10368
225	14840	14946
226	12232	13654
227	19856	14672
228	7796	10714
229	10880	11394
230	11598	11608
231	8372	8336
232	6590	6590
233	11222	11204
234	23498	22982
235	8942	7086
236	34634	35850
237	29758	22310
238	13862	13466
239	19190	19200
240	10848	10470
241	14260	14020
242	31984	31462
243	6228	6228
244	9938	9936
245	5738	5732
246	16736	16710
247	0	0
248	0	0
249	0	0
250	120	44
251	7710	7380
252	4012	4012
253	22146	22126
254	5928	5418
255	8684	8678
256	15918	15918
257	11830	11886
258	6248	6208
259	2408	1812
260	29626	11588
261	30292	17764
262	50	50
263	0	0
264	8746	5140
265	2590	1610
266	37640	29652
267	19052	13960
268	5561	4651
269	38	38
270	29732	16584
271	13993	10267
272	0	0
273	6207	6207
274	37109	35513
275	18012	18554
276	0	0
277	17586	17586
278	0	0
279	19174	19174
280	5096	5096
281	0	494
282	5766	10696
283	11976	12064
284	3178	3488
285	14678	14556
286	28947	29867
287	4696	5260
288	18068	18436
289	7238	7258
290	24408	24680
291	11413	12037
292	0	0
293	10757	10757
294	35	35
295	0	0
296	14653	18113
297	10122	9754
298	6331	6343
299	27986	25694
300	32124	35458
301	17904	17814
302	22455	22581
303	28220	28280
304	13048	12946
305	7282	7430
306	7652	8186
307	14568	14746
308	8428	8618
309	13108	13096
310	24148	26586
311	11558	11862
312	29010	27486
313	437	279
314	12388	13760
315	18982	20268
316	15296	16412
317	21382	22744
318	16774	18840
319	19286	21048
320	7064	7018
321	5506	6194
322	15142	16522
323	8354	10782
324	2944	5494
325	36844	37398
326	18378	19056
327	12402	12976
328	33916	35088
329	12706	13248
330	20188	20220
331	15292	16136
332	14760	15082
333	8484	8492
334	11584	12338
335	13930	14136
336	13884	13064
337	8946	8868
338	8184	7838
339	18048	18222
340	13592	13570
341	21580	25320
342	13660	13506
343	15906	16328
344	15328	16458
345	7384	7234
346	6910	7676
347	20078	22174
348	18238	19572
349	14002	15542
350	7590	9540
351	18958	20922
352	9184	9540
353	9704	9812
354	31472	31952
355	5654	5556
356	15154	15264
357	16278	17450
358	2542	3138
359	13286	14864
360	9642	11816
361	16508	15660
362	32378	26520
363	1969	2329
364	13310	13646
365	20286	20776
366	21652	22336
367	17618	17846
368	12974	13034
369	17554	17832
370	10990	13296
371	5689	5071
372	18052	18860
373	21288	20178
374	30992	31012
375	11690	9356
376	12423	7833
377	2131	2815
378	5318	5104
379	11314	11998
380	8826	8656
381	13072	12994
382	10716	12262
383	7030	7030
384	17844	21614
385	6364	6558
386	9960	10088
387	8278	8508
388	7010	6992
389	12380	12942
390	16058	17420
391	8306	8328
392	19028	25596
393	12904	15886
394	20298	18834
395	11068	8628
396	9498	9498
397	13220	10896
398	15060	15086
399	13370	8950
400	14934	13672
401	18762	21576
402	14216	15884
403	11034	11152
404	12748	13926
405	8792	9472
406	12558	11422
407	8442	8428
408	8036	8036
409	9550	9558
410	28882	28618
411	11196	18136
412	7966	8158
413	12424	12768
414	3238	3238
415	12926	12902
416	10150	10002
417	17134	17050
418	31076	31964
419	16496	16462
420	19766	19798
421	6736	6764
422	9732	9726
423	11884	12352
424	6078	6762
425	26762	26470
426	5892	6886
427	9640	9376
428	21892	23016
429	16922	16920
430	15682	15120
431	8892	8896
432	24606	24642
433	13036	13022
434	13112	12996
435	20882	20582
