0	0	0
1	53116	51224
2	3	3
3	3577	4513
4	17846	34898
5	8920	24744
6	19158	19840
7	12311	20399
8	39170	41070
9	1581	1581
10	888	888
11	38908	38908
12	39756	39692
13	19516	18302
14	20750	22372
15	35326	37774
16	5890	5890
17	29022	30500
18	3940	3928
19	35398	37640
20	52126	54730
21	21627	21313
22	65966	68888
23	51056	52612
24	23652	23712
25	44256	47984
26	30676	33592
27	1483	1483
28	2314	2314
29	44164	44152
30	49010	49134
31	56299	46371
32	69540	71596
33	28500	25296
34	58610	52778
35	14118	14108
36	21068	20526
37	34514	34450
38	43564	43684
39	39810	40646
40	41787	42465
41	42076	44130
42	9342	9342
43	21944	24168
44	34418	36070
45	24388	27100
46	19744	22236
47	16276	17698
48	63830	72514
49	40500	41972
50	4446	4550
51	25224	24964
52	10554	10538
53	27168	26996
54	42356	43054
55	20508	23812
56	24874	24778
57	4306	6414
58	39304	40118
59	5845	5887
60	38046	38024
61	52900	53174
62	18699	18989
63	47978	47974
64	7121	7363
65	31816	31790
66	42768	42724
67	45700	45354
68	40388	39264
69	18492	18488
70	40964	40892
71	32566	32374
72	35038	35240
73	40174	45596
74	24552	24594
75	18600	18366
76	59956	59574
77	24514	25584
78	3974	3972
79	15140	15204
80	22050	22070
81	38236	36820
82	20116	20122
83	28716	28536
84	64111	58933
85	20817	11213
86	31682	21570
87	24354	20886
88	17492	17194
89	63694	65524
90	30104	29794
91	49750	46856
92	23492	15998
93	30676	30748
94	10210	9542
95	34484	34772
96	68120	51426
97	11638	11586
98	31332	18352
99	27466	27380
100	34822	31380
101	23296	23234
102	31032	29512
103	4980	4980
104	21964	21968
105	46348	46164
106	50738	50404
107	37750	37706
108	23498	22982
109	8942	7086
110	34634	35850
111	29758	22310
112	58120	57116
113	31984	31462
114	38614	38580
115	0	0
116	0	0
117	0	0
118	120	44
119	7710	7380
120	4012	4012
121	22146	22126
122	42328	41868
123	68537	37353
124	50	50
125	0	0
126	67974	50318
127	49294	31510
128	0	0
129	6207	6207
130	37109	35513
