0	0	0
1	0	0
2	9904	9904
3	0	0
4	63043	63043
5	2029	2055
6	60195	60195
7	28932	28932
8	36085	36085
9	49707	49707
10	65020	65020
11	56266	56006
12	19564	19564
13	46768	46664
14	53007	53007
15	51064	51064
16	23406	23406
17	23901	23901
18	28436	28436
19	8054	8054
20	21532	21532
21	36774	36774
22	15469	15469
23	35600	35600
24	34335	34335
25	1091	1091
26	0	0
27	46046	46046
28	11954	11954
29	53325	53301
30	5224	5224
31	0	0
32	29330	29330
33	682	682
34	46989	46707
35	30634	30510
36	0	0
37	0	0
38	27362	65590
39	34457	76076
40	27097	32277
41	0	30000
42	0	3722
43	0	47553
44	6390	78671
45	57914	57744
46	28752	28668
47	1496	726
48	21127	20865
49	35130	35040
50	10266	10266
51	6336	6336
52	28477	28477
53	32603	32439
54	31392	31358
55	23623	23623
56	17314	17202
57	1745	1745
58	41498	41482
59	12109	12109
60	11088	11088
61	5917	5917
62	22950	17914
63	58042	57764
64	0	108980
65	0	85179
66	533	94973
67	0	1213
68	0	0
69	0	16541
70	0	0
71	449	12265
72	1112	1026
73	1604	119287
74	3770	3576
75	9518	3034
76	0	50366
77	7667	56235
78	3713	26509
79	32957	52391
80	16099	4265
81	20724	20606
82	47417	47201
83	1185	1185
84	25495	25495
85	28310	27662
86	3804	922
87	58765	57635
88	4430	2376
89	19762	3050
90	23924	11850
91	18042	6470
92	93442	38764
93	4840	1230
94	24565	23073
95	32520	4060
96	2550	846
97	51388	19588
98	34362	6164
99	46256	31010
100	26180	5612
101	30572	2032
102	43722	7612
103	21894	3510
104	40230	7836
105	17498	2846
106	32480	348
107	34026	9822
108	14492	3610
109	43552	20008
110	36348	16298
111	22628	7032
112	0	0
113	50343	50137
114	12553	12295
115	35278	33368
116	62991	55853
117	0	0
118	68675	62012
119	65752	23676
120	62624	26966
121	59467	54324
122	9602	3164
123	3685	39510
124	0	1790
125	25372	8190
126	0	24705
127	0	43507
128	28836	14734
129	36800	16540
130	36178	9164
131	22900	0
132	19462	5364
133	30780	16518
134	82696	12152
135	94292	31404
136	63876	18268
137	35996	224
138	11204	1206
139	32806	714
140	37516	23774
141	36286	8600
142	19860	2336
143	56840	18850
144	29414	14348
145	33114	9422
146	49779	2188
147	102243	18066
148	0	1256
149	0	1150
150	44128	10242
151	4686	2190
152	41966	10574
153	39794	14788
154	47292	16610
155	40492	16188
156	55494	37396
157	17440	2320
158	101192	33976
159	63147	18012
160	0	572
161	0	2190
162	15442	9784
163	0	11478
164	0	22988
165	19169	19169
166	6364	6364
167	15321	15321
168	31750	31750
169	60330	60292
170	57566	57484
171	41568	41568
172	16307	16307
173	8372	8372
174	25367	25367
175	55288	55272
176	23178	23178
177	12113	12113
178	24276	24276
179	19657	19657
180	11251	11251
181	17032	17032
182	35908	35892
183	25241	25193
184	12329	12329
185	57494	55440
186	47115	47085
187	225	225
188	25055	25055
189	6	6
190	0	0
191	41566	41566
192	0	0
193	0	1632
194	0	2777
195	0	18810
196	0	63599
197	0	0
198	0	10
199	0	8381
200	0	0
201	0	1091
202	0	0
203	7797	7797
204	0	0
205	21927	21927
206	54317	54317
207	18966	18966
208	57819	57819
209	58867	58867
210	54062	51766
211	43924	42322
212	33155	32759
213	0	0
214	10173	10031
215	61083	61083
216	3034	0
217	57265	56021
218	25456	21756
219	64325	63713
220	0	0
221	17294	17294
222	42300	42300
223	0	0
224	8900	7422
225	58156	57962
226	1603	1603
227	6698	6386
228	33787	33751
229	9460	6556
230	30236	27626
231	43025	42753
232	6092	3516
233	12947	11057
234	23942	15286
235	71380	13924
236	7945	2423
237	5562	5126
238	22982	11884
239	88875	34330
240	1657	24128
241	268	268
242	502	502
243	20161	19260
244	1538	0
245	34942	37236
246	14843	12420
247	1066	0
248	554	346
249	56372	52324
250	49768	49310
251	27424	9182
252	52469	50302
253	35826	12756
254	0	3460
255	5840	6092
256	91390	29472
257	49226	10810
258	35966	18238
259	48002	17870
260	37466	11518
261	10112	5920
262	24652	11756
263	91959	34132
264	35032	16494
265	11666	7376
266	8646	2546
267	36880	24826
268	17360	10170
269	15976	7080
270	278	1118
271	7084	3152
272	29803	12215
273	55248	10262
274	24704	7504
275	38099	12845
276	46515	17345
277	39347	14734
278	10388	1966
279	24559	11413
280	38912	8900
281	62031	21175
282	13732	3200
283	39554	15054
284	31098	7496
285	30761	12996
286	8785	2364
287	1062	1796
288	46104	16684
289	37900	14360
290	15861	6368
291	846	2964
292	4338	2628
293	0	2518
294	0	1842
295	0	92175
296	26948	23060
297	2552	1298
298	31906	30108
299	32019	30255
300	16189	13073
301	70323	45565
302	68479	53967
303	33120	28502
304	0	0
305	23778	21356
306	19088	17356
307	2120	516
308	31241	28833
309	4768	2880
310	3393	2815
311	17461	13341
312	27220	25662
313	38584	27742
314	26722	12562
315	0	0
316	30340	15746
317	19346	5678
318	235	235
319	40682	23522
320	37039	19651
321	44299	38887
322	65652	50680
323	63023	60161
324	39141	39568
325	30645	29351
326	1430	1354
327	0	0
328	1496	1496
329	26601	21083
330	0	0
331	0	0
332	0	0
333	1738	1738
334	0	0
335	0	0
336	3985	3985
337	13900	13900
338	14552	14552
339	9367	9367
340	38766	38766
341	9610	9610
342	64120	64120
343	46339	46339
344	26050	26050
345	0	0
346	43288	43288
347	14023	14023
348	16872	16872
349	52944	52944
350	14824	14824
351	5064	5064
352	2911	2911
353	65844	65844
354	37948	37948
355	6820	6820
356	13582	13582
357	17576	17576
358	0	0
359	60970	60970
360	0	0
361	23914	23914
362	23486	23486
363	25848	25848
364	4048	4048
365	31149	31149
366	0	0
367	30034	30034
368	7400	7400
369	30162	30162
370	11092	11092
371	30026	30026
372	0	0
373	18160	18160
374	35681	35681
375	4616	4616
376	25097	25097
377	31844	31844
378	45320	45320
379	19579	19579
380	16356	16356
381	40208	40208
382	26745	26745
383	8064	8064
384	63045	63045
385	30777	30777
386	33195	33195
387	0	0
388	0	0
389	0	0
390	5987	5987
391	38925	38925
392	14751	14751
393	33396	33396
394	295	6434
395	0	0
396	4269	4269
397	42107	28575
398	31193	25883
399	0	11782
400	48065	40040
401	27976	20512
402	33974	25520
403	45376	16108
404	11474	6304
405	20086	12890
406	15030	13548
407	33432	30468
408	34269	29718
409	26355	9786
410	58364	48160
411	10993	11979
412	33125	28353
413	24592	24592
414	22667	22667
415	18667	18667
416	21412	21412
417	48987	48987
418	43875	43875
419	11962	11962
420	54092	54092
421	68757	66437
422	60151	42551
423	38798	38798
424	46487	32659
425	38667	35889
426	20583	20583
427	32703	17629
428	43908	23330
429	128	120739
430	0	0
431	23143	18519
432	28912	28912
433	63988	63130
434	19622	4184
435	12026	11046
436	35980	28914
437	16844	16844
438	56324	52096
439	35223	35223
440	22110	14722
441	26044	24490
442	28178	10614
443	66218	31076
444	13533	13533
445	54100	54100
446	34749	34749
