2021-05-11 00:26:15	67.88533333333334
2021-05-11 00:26:16	82.846
2021-05-11 00:26:17	70.479
2021-05-11 00:26:18	76.128
2021-05-11 00:26:19	64.218
2021-05-11 00:26:20	47.295
2021-05-11 00:26:21	42.947
2021-05-11 00:26:22	39.469
2021-05-11 00:26:23	47.108
2021-05-11 00:26:24	41.158
2021-05-11 00:26:25	35.642
2021-05-11 00:26:26	38.715
2021-05-11 00:26:27	39.358
2021-05-11 00:26:28	41.117
2021-05-11 00:26:29	64.581
2021-05-11 00:26:30	42.733
2021-05-11 00:26:31	48.74
2021-05-11 00:26:32	43.402
2021-05-11 00:26:33	26.805
2021-05-11 00:26:34	36.549
2021-05-11 00:26:35	51.738
2021-05-11 00:26:36	38.256
2021-05-11 00:26:37	39.572
2021-05-11 00:26:38	31.883
2021-05-11 00:26:39	31.37
2021-05-11 00:26:40	31.094
2021-05-11 00:26:41	36.677
2021-05-11 00:26:42	39.286
2021-05-11 00:26:43	36.009
2021-05-11 00:26:44	39.193
2021-05-11 00:26:45	42.279
2021-05-11 00:26:46	33.939
2021-05-11 00:26:47	42.129
2021-05-11 00:26:48	47.477
2021-05-11 00:26:49	47.089
2021-05-11 00:26:50	33.405
2021-05-11 00:26:51	39.147
2021-05-11 00:26:52	48.085
2021-05-11 00:26:53	38.187
2021-05-11 00:26:54	31.448
2021-05-11 00:26:55	36.037
2021-05-11 00:26:56	32.422
2021-05-11 00:26:57	35.535
2021-05-11 00:26:58	41.56
2021-05-11 00:26:59	46.504
2021-05-11 00:27:00	44.239
2021-05-11 00:27:01	50.782
2021-05-11 00:27:02	44.624
2021-05-11 00:27:03	46.859
2021-05-11 00:27:04	48.384
2021-05-11 00:27:05	43.053
2021-05-11 00:27:06	42.153
2021-05-11 00:27:07	45.624
2021-05-11 00:27:08	40.925
2021-05-11 00:27:09	33.678
2021-05-11 00:27:10	42.334
2021-05-11 00:27:11	35.965
2021-05-11 00:27:12	42.528
2021-05-11 00:27:13	30.611
2021-05-11 00:27:14	42.826
2021-05-11 00:27:15	38.303
2021-05-11 00:27:16	57.061
2021-05-11 00:27:17	38.498
2021-05-11 00:27:18	24.89
2021-05-11 00:27:19	23.15
2021-05-11 00:27:20	46.301
2021-05-11 00:27:21	38.047
2021-05-11 00:27:22	39.86
2021-05-11 00:27:23	40.254
2021-05-11 00:27:24	36.353
2021-05-11 00:27:25	41.094
2021-05-11 00:27:26	41.729
2021-05-11 00:27:27	44.572
2021-05-11 00:27:28	43.91
2021-05-11 00:27:29	42.179
2021-05-11 00:27:30	48.011
2021-05-11 00:27:31	47.951
2021-05-11 00:27:32	35.868
2021-05-11 00:27:33	41.15
2021-05-11 00:27:34	54.129
2021-05-11 00:27:35	49.113
2021-05-11 00:27:36	49.178
2021-05-11 00:27:37	45.821
2021-05-11 00:27:38	50.148
2021-05-11 00:27:39	44.318
2021-05-11 00:27:40	51.353
2021-05-11 00:27:41	45.923
2021-05-11 00:27:42	43.051
2021-05-11 00:27:43	40.731
2021-05-11 00:27:44	40.262
2021-05-11 00:27:45	45.268
2021-05-11 00:27:46	38.491
2021-05-11 00:27:47	36.113
2021-05-11 00:27:48	39.426
2021-05-11 00:27:49	32.324
2021-05-11 00:27:50	39.518
2021-05-11 00:27:51	49.266
2021-05-11 00:27:52	46.905
2021-05-11 00:27:53	36.373
2021-05-11 00:27:54	44.21
2021-05-11 00:27:55	41.176
2021-05-11 00:27:56	34.054
2021-05-11 00:27:57	38.442
2021-05-11 00:27:58	30.525
2021-05-11 00:27:59	35.038
2021-05-11 00:28:00	38.179
2021-05-11 00:28:01	39.76
2021-05-11 00:28:02	39.626
2021-05-11 00:28:03	31.429
2021-05-11 00:28:04	32.73
2021-05-11 00:28:05	43.829
2021-05-11 00:28:06	40.971
2021-05-11 00:28:07	39.432
2021-05-11 00:28:08	34.254
2021-05-11 00:28:09	30.275
2021-05-11 00:28:10	29.689
2021-05-11 00:28:11	42.138
2021-05-11 00:28:12	46.722
2021-05-11 00:28:13	33.664
2021-05-11 00:28:14	28.599
2021-05-11 00:28:15	48.11
2021-05-11 00:28:16	50.496
2021-05-11 00:28:17	42.805
2021-05-11 00:28:18	41.0
2021-05-11 00:28:19	41.576
2021-05-11 00:28:20	34.476
2021-05-11 00:28:21	50.077
2021-05-11 00:28:22	51.836
2021-05-11 00:28:23	54.637
2021-05-11 00:28:24	48.975
2021-05-11 00:28:25	35.68
2021-05-11 00:28:26	37.476
2021-05-11 00:28:27	32.187
2021-05-11 00:28:28	41.54
2021-05-11 00:28:29	57.35
2021-05-11 00:28:30	39.486
2021-05-11 00:28:31	47.771
2021-05-11 00:28:32	39.421
2021-05-11 00:28:33	47.764
2021-05-11 00:28:34	47.88
2021-05-11 00:28:35	47.035
2021-05-11 00:28:36	42.039
2021-05-11 00:28:37	40.844
2021-05-11 00:28:38	46.134
2021-05-11 00:28:39	41.678
2021-05-11 00:28:40	38.791
2021-05-11 00:28:41	34.403
2021-05-11 00:28:42	36.944
2021-05-11 00:28:43	40.98
2021-05-11 00:28:44	46.648
2021-05-11 00:28:45	40.605
2021-05-11 00:28:46	41.302
2021-05-11 00:28:47	45.835
2021-05-11 00:28:48	49.755
2021-05-11 00:28:49	48.08
2021-05-11 00:28:50	52.483
2021-05-11 00:28:51	51.558
2021-05-11 00:28:52	49.335
2021-05-11 00:28:53	43.518
2021-05-11 00:28:54	47.73
2021-05-11 00:28:55	45.292
2021-05-11 00:28:56	18.081
2021-05-11 00:28:57	1.0
