geoid	year	geometry
42101000113	1990	POLYGON ((-75.2389 39.9757, -75.239 39.9763, -75.23909999999999 39.9769, -75.2392 39.9771, -75.2392 39.9774, -75.2393 39.9779, -75.23950000000001 39.9787, -75.2396 39.9794, -75.2398 39.9801, -75.23990000000001 39.9806, -75.2397 39.981, -75.23950000000001 39.9817, -75.2384 39.9813, -75.2362 39.9806, -75.2341 39.98, -75.2325 39.9794, -75.23099999999999 39.9787, -75.2303 39.9784, -75.2304 39.9783, -75.2303 39.9777, -75.23 39.9768, -75.23099999999999 39.9766, -75.232 39.9765, -75.2328 39.9764, -75.2338 39.9763, -75.2347 39.9762, -75.2355 39.9761, -75.2364 39.976, -75.2371 39.9759, -75.238 39.9758, -75.2389 39.9757))
42101000114	1990	POLYGON ((-75.2484 39.9763, -75.2487 39.9776, -75.2488 39.9782, -75.24930000000001 39.9789, -75.2501 39.9796, -75.2504 39.98, -75.25060000000001 39.9804, -75.2514 39.9813, -75.2514 39.9814, -75.2487 39.9826, -75.2492 39.9843, -75.24939999999999 39.9847, -75.24850000000001 39.9851, -75.2478 39.9852, -75.247 39.9856, -75.2467 39.9858, -75.2465 39.9859, -75.2458 39.9864, -75.2452 39.9854, -75.2444 39.9852, -75.2439 39.9851, -75.2432 39.985, -75.2415 39.985, -75.2402 39.9849, -75.2394 39.9848, -75.2384 39.9848, -75.2373 39.9847, -75.23909999999999 39.9821, -75.23950000000001 39.9817, -75.2397 39.981, -75.23990000000001 39.9806, -75.2398 39.9801, -75.2396 39.9794, -75.23950000000001 39.9787, -75.2393 39.9779, -75.2392 39.9774, -75.2392 39.9771, -75.23909999999999 39.9769, -75.239 39.9763, -75.2389 39.9757, -75.2397 39.9757, -75.2406 39.9756, -75.2414 39.9755, -75.24209999999999 39.9754, -75.2428 39.9753, -75.24379999999999 39.9752, -75.24469999999999 39.9751, -75.2457 39.975, -75.24679999999999 39.9749, -75.24720000000001 39.9748, -75.24809999999999 39.9747, -75.24813899999999 39.974739, -75.2484 39.9763))
42101000115	1990	POLYGON ((-75.2484 39.9763, -75.24813899999999 39.974739, -75.248546 39.974766, -75.24890000000001 39.9747, -75.2497 39.9746, -75.2504 39.9745, -75.2514 39.9744, -75.2522 39.9743, -75.2531 39.9742, -75.25409999999999 39.9741, -75.2555 39.9739, -75.2556 39.9744, -75.2557 39.9751, -75.25579999999999 39.9764, -75.2561 39.9776, -75.2555 39.9781, -75.2546 39.9783, -75.2542 39.9787, -75.25369999999999 39.9792, -75.2531 39.9798, -75.2527 39.9804, -75.2521 39.9808, -75.2514 39.9813, -75.25060000000001 39.9804, -75.2504 39.98, -75.2501 39.9796, -75.24930000000001 39.9789, -75.2488 39.9782, -75.2487 39.9776, -75.2484 39.9763))
42101000116	1990	POLYGON ((-75.25369999999999 39.9792, -75.2542 39.9787, -75.2546 39.9783, -75.2555 39.9781, -75.2556 39.9788, -75.2557 39.9799, -75.2548 39.9804, -75.25539999999999 39.9809, -75.256 39.9817, -75.2568 39.9826, -75.2576 39.9833, -75.2582 39.9842, -75.258865 39.984558, -75.2594 39.9847, -75.259017 39.985038, -75.25700000000001 39.9863, -75.256 39.9871, -75.2543 39.9879, -75.25190000000001 39.9892, -75.25109999999999 39.9896, -75.250625 39.989822, -75.2504 39.9898, -75.2501 39.99, -75.2496 39.9903, -75.2484 39.9908, -75.2465 39.9892, -75.2469 39.9878, -75.2458 39.9864, -75.2465 39.9859, -75.2467 39.9858, -75.247 39.9856, -75.2478 39.9852, -75.24850000000001 39.9851, -75.24939999999999 39.9847, -75.2492 39.9843, -75.2487 39.9826, -75.2514 39.9814, -75.2514 39.9813, -75.2521 39.9808, -75.2527 39.9804, -75.2531 39.9798, -75.25369999999999 39.9792))
42101000117	1990	POLYGON ((-75.2458 39.9864, -75.2469 39.9878, -75.2465 39.9892, -75.2484 39.9908, -75.246 39.992, -75.24420000000001 39.9928, -75.2419 39.9938, -75.241073 39.994247, -75.2392 39.995, -75.2376 39.9958, -75.2355 39.9967, -75.2343 39.9952, -75.2342 39.9944, -75.23390000000001 39.9919, -75.23480000000001 39.9915, -75.2364 39.9908, -75.2381 39.9903, -75.2388 39.99, -75.23999999999999 39.989, -75.2426 39.9877, -75.2458 39.9864))
42101000118	1990	POLYGON ((-75.2439 39.9851, -75.2444 39.9852, -75.2452 39.9854, -75.2458 39.9864, -75.2426 39.9877, -75.23999999999999 39.989, -75.2388 39.99, -75.2381 39.9903, -75.2364 39.9908, -75.23480000000001 39.9915, -75.23390000000001 39.9919, -75.2338 39.9915, -75.2338 39.9903, -75.2333 39.9894, -75.23309999999999 39.9886, -75.2328 39.9877, -75.2325 39.987, -75.2323 39.9862, -75.232 39.9855, -75.2319 39.9848, -75.2317 39.9844, -75.2315 39.9838, -75.2312 39.9832, -75.23099999999999 39.9822, -75.2306 39.9816, -75.2303 39.9812, -75.2299 39.9807, -75.229 39.9805, -75.2289 39.9796, -75.2282 39.9786, -75.2264 39.9777, -75.2266 39.9775, -75.2265 39.9774, -75.227 39.9768, -75.2273 39.977, -75.2287 39.9776, -75.2303 39.9784, -75.23099999999999 39.9787, -75.2325 39.9794, -75.2341 39.98, -75.2362 39.9806, -75.2384 39.9813, -75.23950000000001 39.9817, -75.23909999999999 39.9821, -75.2373 39.9847, -75.2384 39.9848, -75.2394 39.9848, -75.2402 39.9849, -75.2415 39.985, -75.2432 39.985, -75.2439 39.9851))
42101000119	1990	POLYGON ((-75.2255 39.979, -75.22629999999999 39.9779, -75.2264 39.9777, -75.2282 39.9786, -75.2289 39.9796, -75.229 39.9805, -75.2299 39.9807, -75.2303 39.9812, -75.2306 39.9816, -75.23099999999999 39.9822, -75.2312 39.9832, -75.2315 39.9838, -75.2317 39.9844, -75.2319 39.9848, -75.232 39.9855, -75.2323 39.9862, -75.2325 39.987, -75.2328 39.9877, -75.23309999999999 39.9886, -75.2333 39.9894, -75.2338 39.9903, -75.2338 39.9915, -75.23260000000001 39.9914, -75.2313 39.9914, -75.23 39.9914, -75.2283 39.9913, -75.22669999999999 39.9913, -75.22580000000001 39.9911, -75.22620000000001 39.9878, -75.2255 39.9875, -75.22539999999999 39.9873, -75.2272 39.9824, -75.22669999999999 39.9816, -75.2264 39.9812, -75.2242 39.9811, -75.22450000000001 39.9805, -75.22490000000001 39.98, -75.2253 39.9794, -75.2255 39.979))
42101000120	1990	POLYGON ((-75.2283 39.9913, -75.23 39.9914, -75.2313 39.9914, -75.23260000000001 39.9914, -75.2338 39.9915, -75.23390000000001 39.9919, -75.2342 39.9944, -75.2343 39.9952, -75.2355 39.9967, -75.2345 39.9972, -75.2334 39.9977, -75.2324 39.9982, -75.23233 39.998321, -75.2312 39.9988, -75.2296 39.9995, -75.2291 39.9998, -75.2286 40, -75.2277 40.0004, -75.22669999999999 39.9987, -75.226226 39.997024, -75.22580000000001 39.9954, -75.22580000000001 39.9911, -75.22669999999999 39.9913, -75.2283 39.9913))
42101000121	1990	POLYGON ((-75.22620000000001 39.9878, -75.22580000000001 39.9911, -75.22580000000001 39.9954, -75.226226 39.997024, -75.22669999999999 39.9987, -75.2277 40.0004, -75.22669999999999 40.0009, -75.2238 40.0022, -75.22069999999999 40.0035, -75.2204 40.0019, -75.22020000000001 40.0012, -75.2197 39.9994, -75.218962 39.996923, -75.21855100000001 39.995544, -75.21849 39.995384, -75.2184 39.995, -75.218 39.994, -75.2195 39.9917, -75.2197 39.9912, -75.2204 39.9899, -75.2222 39.989, -75.2227 39.9887, -75.22539999999999 39.9873, -75.2255 39.9875, -75.22620000000001 39.9878))
42101000122	1990	POLYGON ((-75.21855100000001 39.995544, -75.218962 39.996923, -75.2197 39.9994, -75.22020000000001 40.0012, -75.2204 40.0019, -75.22069999999999 40.0035, -75.2191 40.0044, -75.2186 40.0046, -75.2161 40.0059, -75.2139 40.0068, -75.21169999999999 40.0078, -75.211 40.0082, -75.2106 40.0083, -75.20950000000001 40.0085, -75.2092 40.0083, -75.2088 40.0085, -75.20820000000001 40.0081, -75.20699999999999 40.0088, -75.2067 40.009, -75.2063 40.0092, -75.2038 40.008, -75.206 40.007, -75.2072 40.0064, -75.203079 40.004592, -75.2024 40.0042, -75.20189999999999 40.004, -75.20350000000001 40.0009, -75.20489999999999 40.0014, -75.2072 39.9987, -75.2079 39.9977, -75.21040000000001 39.9982, -75.2103 39.9977, -75.21129999999999 39.9971, -75.2162 39.9958, -75.21701 39.995071, -75.218 39.994, -75.2184 39.995, -75.21849 39.995384, -75.21855100000001 39.995544))
42101000123	1990	POLYGON ((-75.194534 39.976264, -75.194 39.9759, -75.1932 39.975, -75.1939 39.9748, -75.1942 39.9748, -75.1949 39.9747, -75.1957 39.9746, -75.1962 39.9746, -75.1985 39.9745, -75.19889999999999 39.9743, -75.1994 39.9742, -75.201869 39.974002, -75.2033 39.9739, -75.20377000000001 39.973851, -75.20440000000001 39.974, -75.2062 39.9748, -75.20659999999999 39.9749, -75.208 39.9753, -75.20869999999999 39.9756, -75.209321 39.975869, -75.2105 39.9763, -75.21129999999999 39.9766, -75.2135 39.9773, -75.217 39.9787, -75.2216 39.9804, -75.2226 39.9807, -75.22320000000001 39.981, -75.22410000000001 39.9813, -75.2242 39.9811, -75.2264 39.9812, -75.22669999999999 39.9816, -75.2272 39.9824, -75.22539999999999 39.9873, -75.2227 39.9887, -75.2222 39.989, -75.2204 39.9899, -75.2197 39.9912, -75.2195 39.9917, -75.218 39.994, -75.21701 39.995071, -75.2162 39.9958, -75.21129999999999 39.9971, -75.2103 39.9977, -75.21040000000001 39.9982, -75.2079 39.9977, -75.2072 39.9987, -75.20489999999999 40.0014, -75.20350000000001 40.0009, -75.20189999999999 40.004, -75.2024 40.0042, -75.203079 40.004592, -75.2072 40.0064, -75.206 40.007, -75.2038 40.008, -75.2063 40.0092, -75.2067 40.009, -75.20699999999999 40.0088, -75.20820000000001 40.0081, -75.2088 40.0085, -75.2092 40.0083, -75.20950000000001 40.0085, -75.2106 40.0083, -75.209732 40.008789, -75.2084 40.0094, -75.2075 40.0098, -75.206619 40.010604, -75.2064 40.0107, -75.2058 40.0112, -75.2034 40.0098, -75.1977 40.0079, -75.1938 40.0067, -75.1932 40.0064, -75.19280000000001 40.0062, -75.19240000000001 40.0057, -75.19159999999999 40.0034, -75.19199999999999 39.9994, -75.194 39.9951, -75.197845 39.991004, -75.2012 39.9873, -75.2042 39.9855, -75.20435999999999 39.984527, -75.2046 39.9829, -75.2021 39.9802, -75.199 39.9784, -75.194534 39.976264))
42101000124	1990	POLYGON ((-75.1807 39.9552, -75.180885 39.9542, -75.1811 39.9542, -75.1814 39.9543, -75.18340000000001 39.9545, -75.1835 39.9544, -75.18519999999999 39.9547, -75.1857 39.9547, -75.1871 39.9548, -75.1872 39.9549, -75.1876 39.955, -75.18819999999999 39.9553, -75.1879 39.9564, -75.1878 39.9571, -75.18770000000001 39.9578, -75.1875 39.9584, -75.1875 39.9591, -75.1876 39.9595, -75.1876 39.9601, -75.1872 39.9602, -75.1871 39.9609, -75.1871 39.9615, -75.1874 39.9622, -75.1875 39.963, -75.1875 39.9636, -75.18770000000001 39.9641, -75.1878 39.9645, -75.188 39.9647, -75.18859999999999 39.9653, -75.1891 39.9655, -75.1901 39.9659, -75.19070000000001 39.9662, -75.1923 39.9666, -75.1931 39.9669, -75.1934 39.967, -75.1939 39.9672, -75.1955 39.9677, -75.196 39.9678, -75.19710000000001 39.9682, -75.19880000000001 39.9686, -75.198708 39.968959, -75.20359999999999 39.9703, -75.20278399999999 39.9703, -75.2021 39.9703, -75.19970000000001 39.9713, -75.1985 39.9727, -75.19889999999999 39.9743, -75.1985 39.9745, -75.1962 39.9746, -75.1957 39.9746, -75.1949 39.9747, -75.1942 39.9748, -75.1939 39.9748, -75.1932 39.975, -75.190628 39.969741, -75.1883 39.9681, -75.185 39.9658, -75.183654 39.964271, -75.18340000000001 39.964, -75.1818 39.9618, -75.1801 39.9598, -75.1794 39.9579, -75.1794 39.957, -75.1795 39.956, -75.1797 39.9557, -75.1798 39.9551, -75.180477 39.955175, -75.1807 39.9552))
42101000125	1990	POLYGON ((-75.1794 39.9597, -75.1789 39.9584, -75.17870000000001 39.9571, -75.179 39.9558, -75.1795 39.956, -75.1794 39.957, -75.1794 39.9579, -75.1801 39.9598, -75.1818 39.9618, -75.18340000000001 39.964, -75.1831 39.9641, -75.1824 39.9642, -75.1819 39.9642, -75.1801 39.9639, -75.179 39.9638, -75.1777 39.9641, -75.1763 39.9639, -75.176 39.9639, -75.17449999999999 39.9637, -75.1729 39.9635, -75.17100000000001 39.9633, -75.169348 39.963105, -75.1678 39.9629, -75.166218 39.962724, -75.16459999999999 39.9625, -75.163 39.9624, -75.1614 39.9622, -75.1614 39.962, -75.1615 39.9615, -75.16160000000001 39.9611, -75.1617 39.9607, -75.1619 39.9601, -75.1621 39.9593, -75.1621 39.9588, -75.1622 39.9585, -75.1623 39.9582, -75.1623 39.9577, -75.16330000000001 39.9578, -75.164 39.9579, -75.16549999999999 39.9582, -75.1656 39.9579, -75.16719999999999 39.9581, -75.1688 39.9583, -75.1704 39.9585, -75.17189999999999 39.9588, -75.1722 39.9588, -75.1728 39.9588, -75.1739 39.959, -75.1755 39.9592, -75.1759 39.9592, -75.1773 39.9594, -75.17829999999999 39.9595, -75.17919999999999 39.9597, -75.1794 39.9597))
42101000126	1990	POLYGON ((-75.1553 39.9574, -75.1555 39.9569, -75.1559 39.9569, -75.157 39.9571, -75.1574 39.9571, -75.15770000000001 39.9572, -75.158 39.9572, -75.15819999999999 39.9572, -75.15860000000001 39.9573, -75.1601 39.9575, -75.16070000000001 39.9576, -75.16119999999999 39.9576, -75.16160000000001 39.9576, -75.1623 39.9577, -75.1623 39.9582, -75.1622 39.9585, -75.1621 39.9588, -75.1621 39.9593, -75.1619 39.9601, -75.1617 39.9607, -75.16160000000001 39.9611, -75.1615 39.9615, -75.1614 39.962, -75.1614 39.9622, -75.1613 39.9626, -75.16119999999999 39.9628, -75.16119999999999 39.9631, -75.15900000000001 39.9628, -75.1584 39.9628, -75.1574 39.9627, -75.1558 39.9625, -75.1542 39.9623, -75.15430000000001 39.9619, -75.1544 39.9614, -75.1545 39.9609, -75.1546 39.9605, -75.15479999999999 39.9599, -75.15479999999999 39.9597, -75.15479999999999 39.9593, -75.1551 39.9585, -75.15519999999999 39.9579, -75.1553 39.9576, -75.1553 39.9575, -75.1553 39.9574))
42101000127	1990	POLYGON ((-75.14919999999999 39.9562, -75.149795 39.956359, -75.15000000000001 39.9563, -75.1507 39.9564, -75.15130000000001 39.9564, -75.1523 39.9565, -75.1532 39.9567, -75.15389999999999 39.9567, -75.154 39.9567, -75.1555 39.9569, -75.1553 39.9574, -75.1553 39.9575, -75.1553 39.9576, -75.15519999999999 39.9579, -75.1551 39.9585, -75.15479999999999 39.9593, -75.15479999999999 39.9597, -75.15479999999999 39.9599, -75.1546 39.9605, -75.1545 39.9609, -75.1544 39.9614, -75.15430000000001 39.9619, -75.1542 39.9623, -75.1534 39.9622, -75.1529 39.9622, -75.1527 39.9622, -75.15170000000001 39.9621, -75.1512 39.9622, -75.15088900000001 39.962182, -75.15012900000001 39.962137, -75.150015 39.96213, -75.1495 39.9621, -75.14870000000001 39.9621, -75.148543 39.96208, -75.148478 39.962072, -75.14790000000001 39.962, -75.1481 39.9614, -75.1482 39.961, -75.14850800000001 39.959275, -75.14870000000001 39.9582, -75.14879999999999 39.9577, -75.149 39.9568, -75.14919999999999 39.9562))
42101000128	1990	POLYGON ((-75.1443 39.9561, -75.1444 39.9556, -75.1452 39.9556, -75.146 39.9557, -75.1468 39.9558, -75.1476 39.9559, -75.14830000000001 39.956, -75.14919999999999 39.9562, -75.149 39.9568, -75.14879999999999 39.9577, -75.14870000000001 39.9582, -75.14850800000001 39.959275, -75.1482 39.961, -75.1465 39.961, -75.1465 39.962, -75.1455 39.9618, -75.1448 39.9616, -75.14425900000001 39.961465, -75.14400000000001 39.9614, -75.1437 39.9613, -75.14319999999999 39.9612, -75.1433 39.9606, -75.1437 39.9591, -75.1439 39.9582, -75.14409999999999 39.9572, -75.1443 39.9561))
42101000129	1990	POLYGON ((-75.1399 39.9567, -75.1404 39.9551, -75.140792 39.955223, -75.14125 39.955261, -75.1425 39.9553, -75.1431 39.9554, -75.1434 39.9554, -75.1439 39.9555, -75.1444 39.9556, -75.1443 39.9561, -75.14409999999999 39.9572, -75.1439 39.9582, -75.1437 39.9591, -75.1433 39.9606, -75.14319999999999 39.9612, -75.143 39.9622, -75.1429 39.9625, -75.1427 39.9631, -75.14239999999999 39.9647, -75.1416 39.9643, -75.14060000000001 39.9639, -75.13979999999999 39.9635, -75.1397 39.9634, -75.13930000000001 39.9632, -75.13890000000001 39.963, -75.13809999999999 39.9626, -75.1382 39.9621, -75.1386 39.9611, -75.1388 39.9601, -75.139081 39.959226, -75.1397 39.9573, -75.1399 39.9567))
42101000130	1990	POLYGON ((-75.143 39.9622, -75.14319999999999 39.9612, -75.1437 39.9613, -75.14400000000001 39.9614, -75.14425900000001 39.961465, -75.1448 39.9616, -75.1455 39.9618, -75.1465 39.962, -75.1465 39.961, -75.1482 39.961, -75.1481 39.9614, -75.14790000000001 39.962, -75.1477 39.9633, -75.14749999999999 39.9643, -75.1473 39.9656, -75.14709999999999 39.9669, -75.1464 39.9666, -75.1459 39.9663, -75.1456 39.9662, -75.1448 39.9658, -75.1444 39.9656, -75.1439 39.9654, -75.1433 39.9651, -75.14239999999999 39.9647, -75.1427 39.9631, -75.1429 39.9625, -75.143 39.9622))
42101000131	1990	POLYGON ((-75.1542 39.9623, -75.1541 39.9629, -75.154 39.9633, -75.15389999999999 39.9637, -75.1538 39.9643, -75.1537 39.965, -75.15349999999999 39.9654, -75.1534 39.9659, -75.1533 39.9667, -75.1533 39.9671, -75.1532 39.9673, -75.15300000000001 39.968, -75.1529 39.9683, -75.1519 39.968, -75.1514 39.9679, -75.15089999999999 39.9678, -75.15049999999999 39.9677, -75.1495 39.9674, -75.1486 39.9672, -75.1478 39.967, -75.14709999999999 39.9669, -75.1473 39.9656, -75.14749999999999 39.9643, -75.1477 39.9633, -75.14790000000001 39.962, -75.148478 39.962072, -75.148543 39.96208, -75.14870000000001 39.9621, -75.1495 39.9621, -75.150015 39.96213, -75.15012900000001 39.962137, -75.15088900000001 39.962182, -75.1512 39.9622, -75.15170000000001 39.9621, -75.1527 39.9622, -75.1529 39.9622, -75.1534 39.9622, -75.1542 39.9623))
42101000132	1990	POLYGON ((-75.1541 39.9629, -75.1542 39.9623, -75.1558 39.9625, -75.1574 39.9627, -75.1584 39.9628, -75.15900000000001 39.9628, -75.16119999999999 39.9631, -75.1611 39.9636, -75.1611 39.9637, -75.161 39.9642, -75.16079999999999 39.9649, -75.16070000000001 39.9654, -75.1606 39.966, -75.1604 39.9664, -75.1604 39.9667, -75.16030000000001 39.9673, -75.16030000000001 39.9676, -75.1602 39.9679, -75.1601 39.9683, -75.16 39.9687, -75.1597 39.97, -75.1589 39.9697, -75.1575 39.9694, -75.15600000000001 39.969, -75.1544 39.9686, -75.1529 39.9683, -75.15300000000001 39.968, -75.1532 39.9673, -75.1533 39.9671, -75.1533 39.9667, -75.1534 39.9659, -75.15349999999999 39.9654, -75.1537 39.965, -75.1538 39.9643, -75.15389999999999 39.9637, -75.154 39.9633, -75.1541 39.9629))
42101000133	1990	POLYGON ((-75.16119999999999 39.9628, -75.1613 39.9626, -75.1614 39.9622, -75.163 39.9624, -75.16459999999999 39.9625, -75.166218 39.962724, -75.166 39.9634, -75.16589999999999 39.9642, -75.1657 39.9648, -75.1656 39.9655, -75.16549999999999 39.9661, -75.16540000000001 39.9665, -75.1653 39.9669, -75.1652 39.9673, -75.1652 39.9676, -75.1651 39.9677, -75.16500000000001 39.9682, -75.16500000000001 39.9685, -75.1649 39.9688, -75.16459999999999 39.969, -75.1644 39.9692, -75.1639 39.9695, -75.1643 39.9699, -75.16459999999999 39.9702, -75.1645 39.9706, -75.16289999999999 39.9704, -75.1614 39.9702, -75.1604 39.9701, -75.1597 39.97, -75.16 39.9687, -75.1601 39.9683, -75.1602 39.9679, -75.16030000000001 39.9676, -75.16030000000001 39.9673, -75.1604 39.9667, -75.1604 39.9664, -75.1606 39.966, -75.16070000000001 39.9654, -75.16079999999999 39.9649, -75.161 39.9642, -75.1611 39.9637, -75.1611 39.9636, -75.16119999999999 39.9631, -75.16119999999999 39.9628))
42101000134	1990	POLYGON ((-75.166 39.9634, -75.166218 39.962724, -75.1678 39.9629, -75.169348 39.963105, -75.17100000000001 39.9633, -75.1729 39.9635, -75.17449999999999 39.9637, -75.176 39.9639, -75.1763 39.9639, -75.176979 39.964572, -75.1777 39.9652, -75.1782 39.9656, -75.1788 39.9662, -75.17910000000001 39.9664, -75.1799 39.9671, -75.1786 39.9671, -75.17700000000001 39.9671, -75.1752 39.9671, -75.1738 39.9671, -75.1721 39.967, -75.17140000000001 39.967, -75.1707 39.967, -75.17010000000001 39.967, -75.16930000000001 39.967, -75.16849999999999 39.9669, -75.1675 39.9669, -75.1669 39.9669, -75.1664 39.9669, -75.1653 39.9669, -75.16540000000001 39.9665, -75.16549999999999 39.9661, -75.1656 39.9655, -75.1657 39.9648, -75.16589999999999 39.9642, -75.166 39.9634))
42101000135	1990	POLYGON ((-75.1752 39.9671, -75.1752 39.9674, -75.1752 39.9676, -75.175077 39.967968, -75.175 39.9682, -75.1748 39.9694, -75.17449999999999 39.9705, -75.17449999999999 39.971, -75.17440000000001 39.9714, -75.1743 39.9718, -75.1734 39.9717, -75.1726 39.9716, -75.172 39.9715, -75.1713 39.9714, -75.1705 39.9713, -75.1692 39.9712, -75.1688 39.9711, -75.16840000000001 39.9711, -75.16759999999999 39.971, -75.16670000000001 39.9709, -75.16589999999999 39.9708, -75.1652 39.9707, -75.1645 39.9706, -75.16459999999999 39.9702, -75.1643 39.9699, -75.1639 39.9695, -75.1644 39.9692, -75.16459999999999 39.969, -75.1649 39.9688, -75.16500000000001 39.9685, -75.16500000000001 39.9682, -75.1651 39.9677, -75.1652 39.9676, -75.1652 39.9673, -75.1653 39.9669, -75.1664 39.9669, -75.1669 39.9669, -75.1675 39.9669, -75.16849999999999 39.9669, -75.16930000000001 39.967, -75.17010000000001 39.967, -75.1707 39.967, -75.17140000000001 39.967, -75.1721 39.967, -75.1738 39.9671, -75.1752 39.9671))
42101000136	1990	POLYGON ((-75.1752 39.9676, -75.1752 39.9674, -75.1752 39.9671, -75.17700000000001 39.9671, -75.1786 39.9671, -75.1799 39.9671, -75.1802 39.9674, -75.1815 39.969, -75.182 39.9693, -75.1828 39.9699, -75.18307900000001 39.970139, -75.1835 39.9705, -75.1842 39.9711, -75.18559999999999 39.9722, -75.18559999999999 39.9724, -75.1854 39.9731, -75.1848 39.973, -75.1837 39.9729, -75.18210000000001 39.9727, -75.1814 39.9726, -75.1807 39.9725, -75.1802 39.9725, -75.1799 39.9724, -75.1795 39.9724, -75.179 39.9724, -75.1785 39.9723, -75.1781 39.9722, -75.1778 39.9722, -75.17749999999999 39.9722, -75.1769 39.9721, -75.1764 39.972, -75.1759 39.972, -75.17529999999999 39.9719, -75.1748 39.9718, -75.1743 39.9718, -75.17440000000001 39.9714, -75.17449999999999 39.971, -75.17449999999999 39.9705, -75.1748 39.9694, -75.175 39.9682, -75.175077 39.967968, -75.1752 39.9676))
42101000137	1990	POLYGON ((-75.18049999999999 39.9734, -75.1807 39.9728, -75.1807 39.9725, -75.1814 39.9726, -75.18210000000001 39.9727, -75.1837 39.9729, -75.1848 39.973, -75.1854 39.9731, -75.1862 39.9732, -75.1866 39.9732, -75.187083 39.974235, -75.18729999999999 39.9747, -75.187438 39.975044, -75.18819999999999 39.9763, -75.1888 39.9766, -75.18899500000001 39.976745, -75.1896 39.9768, -75.18980000000001 39.977, -75.18989999999999 39.9776, -75.1896 39.9781, -75.1892 39.9786, -75.1891 39.9791, -75.1891 39.9792, -75.1887 39.9809, -75.1879 39.9809, -75.187 39.9808, -75.18689999999999 39.9807, -75.18680000000001 39.9807, -75.1866 39.9807, -75.1854 39.9805, -75.1845 39.9805, -75.18389999999999 39.9803, -75.1833 39.9803, -75.1827 39.9802, -75.18210000000001 39.9802, -75.1816 39.9801, -75.1812 39.98, -75.1806 39.98, -75.1798 39.9799, -75.17919999999999 39.9798, -75.1795 39.9783, -75.1798 39.9769, -75.1798 39.9767, -75.18000000000001 39.9757, -75.1801 39.9754, -75.1802 39.9749, -75.18040000000001 39.9743, -75.18040000000001 39.9739, -75.180465 39.973577, -75.18049999999999 39.9734))
42101000138	1990	POLYGON ((-75.17789999999999 39.9735, -75.1778 39.9722, -75.1781 39.9722, -75.1785 39.9723, -75.179 39.9724, -75.1795 39.9724, -75.1799 39.9724, -75.1802 39.9725, -75.1807 39.9725, -75.1807 39.9728, -75.18049999999999 39.9734, -75.180465 39.973577, -75.18040000000001 39.9739, -75.18040000000001 39.9743, -75.1802 39.9749, -75.1801 39.9754, -75.18000000000001 39.9757, -75.1798 39.9767, -75.1798 39.9769, -75.1795 39.9783, -75.17919999999999 39.9798, -75.17829999999999 39.9796, -75.1776 39.9796, -75.1768 39.9795, -75.176 39.9794, -75.1743 39.9792, -75.17440000000001 39.9787, -75.17449999999999 39.9784, -75.1746 39.978, -75.1746 39.9777, -75.173845 39.977558, -75.173 39.9774, -75.17310000000001 39.9771, -75.17319999999999 39.9768, -75.17319999999999 39.9764, -75.1733 39.9761, -75.1734 39.9756, -75.1734 39.9753, -75.17359999999999 39.9748, -75.1737 39.9744, -75.17529999999999 39.9742, -75.17570000000001 39.9742, -75.1763 39.9741, -75.17700000000001 39.9741, -75.17789999999999 39.9739, -75.17789999999999 39.9735))
42101000139	1990	POLYGON ((-75.1675 39.9712, -75.16759999999999 39.971, -75.16840000000001 39.9711, -75.1688 39.9711, -75.1692 39.9712, -75.1705 39.9713, -75.1713 39.9714, -75.172 39.9715, -75.1726 39.9716, -75.1734 39.9717, -75.1743 39.9718, -75.1748 39.9718, -75.17529999999999 39.9719, -75.1759 39.972, -75.1764 39.972, -75.1769 39.9721, -75.17749999999999 39.9722, -75.1778 39.9722, -75.17789999999999 39.9735, -75.17789999999999 39.9739, -75.17700000000001 39.9741, -75.1763 39.9741, -75.17570000000001 39.9742, -75.17529999999999 39.9742, -75.1737 39.9744, -75.17359999999999 39.9748, -75.1734 39.9753, -75.1734 39.9756, -75.1733 39.9761, -75.17319999999999 39.9764, -75.17319999999999 39.9768, -75.17310000000001 39.9771, -75.173 39.9774, -75.173845 39.977558, -75.1746 39.9777, -75.1746 39.978, -75.17449999999999 39.9784, -75.17440000000001 39.9787, -75.1743 39.9792, -75.17270000000001 39.9789, -75.17205800000001 39.978942, -75.17185600000001 39.978932, -75.171615 39.978919, -75.1711 39.9788, -75.1705 39.9787, -75.1703 39.9787, -75.1695 39.9786, -75.1677 39.9783, -75.16719999999999 39.9782, -75.1666 39.9782, -75.1661 39.9781, -75.1664 39.9766, -75.1665 39.9762, -75.1666 39.9758, -75.1666 39.9756, -75.16670000000001 39.9752, -75.16679999999999 39.9749, -75.1669 39.9746, -75.1669 39.9743, -75.167 39.9739, -75.167 39.9735, -75.1671 39.9732, -75.1673 39.9722, -75.1674 39.9718, -75.1675 39.9715, -75.1675 39.9712))
