3978	mr-06	1620697375571	1620697399017	23446
2409	mr-06	1620697359875	1620697379003	19128
11616	mr-06	1620697456155	1620697473093	16938
7537	mr-02	1620697412837	1620697428571	15734
9237	mr-06	1620697429841	1620697445383	15542
13	mr-06	1620697334367	1620697349899	15532
6507	mr-06	1620697402593	1620697416997	14404
10247	mr-06	1620697441478	1620697455254	13776
11780	mr-06	1620697458427	1620697471853	13426
3532	mr-02	1620697370170	1620697383521	13351
11604	mr-06	1620697456081	1620697469351	13270
1395	mr-06	1620697350259	1620697363575	13316
11621	mr-06	1620697456202	1620697469493	13291
2320	mr-02	1620697359108	1620697371941	12833
1897	mr-02	1620697354275	1620697366625	12350
9381	mr-06	1620697431233	1620697443541	12308
7380	mr-12	1620697411191	1620697423422	12231
7750	mr-06	1620697415712	1620697427971	12259
10820	mr-11	1620697447867	1620697459427	11560
2030	mr-06	1620697356017	1620697367589	11572
6044	mr-06	1620697396180	1620697407700	11520
9420	mr-06	1620697431585	1620697442805	11220
831	mr-06	1620697343788	1620697354985	11197
3477	mr-04	1620697369592	1620697380438	10846
11172	mr-06	1620697451945	1620697462713	10768
9084	mr-06	1620697428615	1620697439286	10671
10272	mr-06	1620697441656	1620697452056	10400
11408	mr-04	1620697454094	1620697464411	10317
12399	mr-02	1620697466528	1620697476755	10227
3805	mr-06	1620697374040	1620697384349	10309
1545	mr-01	1620697351590	1620697361775	10185
10634	mr-06	1620697445920	1620697456041	10121
3394	mr-02	1620697368710	1620697378725	10015
8547	mr-02	1620697423788	1620697433657	9869
20	mr-02	1620697334369	1620697344219	9850
2635	mr-06	1620697362252	1620697372025	9773
97	mr-06	1620697334383	1620697344249	9866
89	mr-04	1620697334382	1620697344152	9770
3478	mr-06	1620697369595	1620697379358	9763
25	mr-06	1620697334370	1620697344114	9744
951	mr-06	1620697345249	1620697354919	9670
11957	mr-06	1620697460459	1620697470011	9552
7156	mr-03	1620697408877	1620697418370	9493
8008	mr-06	1620697418327	1620697427827	9500
6998	mr-06	1620697407432	1620697416915	9483
8161	mr-06	1620697419903	1620697429115	9212
3234	mr-02	1620697367447	1620697376553	9106
9675	mr-05	1620697434990	1620697444039	9049
6510	mr-01	1620697402625	1620697411631	9006
7382	mr-06	1620697411207	1620697420263	9056
7853	mr-07	1620697416830	1620697425826	8996
6166	mr-06	1620697397699	1620697406741	9042
2124	mr-02	1620697356970	1620697365934	8964
2481	mr-06	1620697360602	1620697369595	8993
3999	mr-06	1620697375774	1620697384655	8881
5705	mr-08	1620697392742	1620697401605	8863
9739	mr-01	1620697435560	1620697444326	8766
2313	mr-06	1620697359030	1620697367817	8787
6307	mr-06	1620697399538	1620697408288	8750
9183	mr-05	1620697429494	1620697438216	8722
11315	mr-02	1620697453344	1620697461897	8553
901	mr-02	1620697344553	1620697353112	8559
11572	mr-03	1620697455828	1620697464378	8550
2734	mr-12	1620697363015	1620697371526	8511
7464	mr-03	1620697412041	1620697420541	8500
11801	mr-12	1620697458636	1620697467121	8485
9037	mr-02	1620697428144	1620697436548	8404
