106	mr-10	1621296750134	1621296752485	2351
103	mr-01	1621296750133	1621296752339	2206
41338	mr-10	1621296897814	1621296899954	2140
67	mr-01	1621296750127	1621296752290	2163
42	mr-10	1621296750122	1621296752366	2244
42300	mr-10	1621296901292	1621296903435	2143
12313	mr-10	1621296795238	1621296797489	2251
97	mr-09	1621296750132	1621296752161	2029
12686	mr-10	1621296796567	1621296798650	2083
7342	mr-10	1621296778157	1621296780079	1922
378	mr-10	1621296752160	1621296754266	2106
34197	mr-10	1621296872379	1621296874432	2053
13224	mr-10	1621296798546	1621296800529	1983
34	mr-10	1621296750121	1621296752160	2039
3255	mr-03	1621296763414	1621296765295	1881
10	mr-10	1621296750115	1621296752241	2126
43	mr-01	1621296750122	1621296752045	1923
22	mr-10	1621296750118	1621296752134	2016
20254	mr-10	1621296823256	1621296825289	2033
58	mr-10	1621296750125	1621296752036	1911
21834	mr-10	1621296828972	1621296830726	1754
43362	mr-10	1621296905348	1621296907110	1762
716	mr-10	1621296753870	1621296756001	2131
19939	mr-10	1621296822078	1621296823952	1874
30959	mr-10	1621296861392	1621296863076	1684
41566	mr-03	1621296898551	1621296900324	1773
6602	mr-10	1621296775549	1621296777244	1695
324	mr-01	1621296751921	1621296753571	1650
42622	mr-10	1621296902504	1621296904330	1826
7831	mr-10	1621296779899	1621296781708	1809
1931	mr-10	1621296758470	1621296760127	1657
12901	mr-10	1621296797350	1621296799027	1677
42058	mr-08	1621296900388	1621296902069	1681
21464	mr-10	1621296827609	1621296829351	1742
6544	mr-10	1621296775339	1621296776979	1640
24004	mr-10	1621296836930	1621296838526	1596
2	mr-07	1621296750114	1621296751807	1693
43724	mr-07	1621296906727	1621296908296	1569
28475	mr-11	1621296852483	1621296854055	1572
118	mr-02	1621296750598	1621296752171	1573
38840	mr-10	1621296889206	1621296890877	1671
22277	mr-10	1621296830683	1621296832292	1609
36798	mr-05	1621296881943	1621296883482	1539
17916	mr-10	1621296814949	1621296816585	1636
33427	mr-10	1621296869721	1621296871385	1664
8583	mr-03	1621296782455	1621296784021	1566
92	mr-08	1621296750131	1621296751750	1619
121	mr-11	1621296750610	1621296752162	1552
39305	mr-10	1621296890847	1621296892514	1667
43575	mr-06	1621296906144	1621296907657	1513
42397	mr-10	1621296901682	1621296903218	1536
34955	mr-08	1621296875077	1621296876615	1538
25	mr-09	1621296750119	1621296751713	1594
285	mr-03	1621296751711	1621296753175	1464
18771	mr-10	1621296817999	1621296819597	1598
505	mr-10	1621296752806	1621296754558	1752
3247	mr-03	1621296763397	1621296764897	1500
23601	mr-10	1621296835509	1621296837188	1679
9699	mr-10	1621296786259	1621296787878	1619
21591	mr-01	1621296828108	1621296829574	1466
33729	mr-03	1621296870768	1621296872210	1442
16315	mr-07	1621296809330	1621296810782	1452
36756	mr-10	1621296881791	1621296883271	1480
34186	mr-10	1621296872332	1621296873984	1652
98	mr-07	1621296750133	1621296751688	1555
375	mr-08	1621296752136	1621296753588	1452
28464	mr-12	1621296852447	1621296853888	1441
422	mr-01	1621296752339	1621296753840	1501
36875	mr-12	1621296882222	1621296883655	1433
29123	mr-01	1621296854861	1621296856301	1440
22500	mr-07	1621296831503	1621296832935	1432
13822	mr-10	1621296800622	1621296802301	1679
72	mr-05	1621296750128	1621296751655	1527
36987	mr-10	1621296882708	1621296884318	1610
5	mr-12	1621296750114	1621296751644	1530
38767	mr-03	1621296888941	1621296890329	1388
70	mr-10	1621296750127	1621296751893	1766
33679	mr-10	1621296870616	1621296872221	1605
37441	mr-10	1621296884276	1621296885692	1416
4302	mr-08	1621296767352	1621296768752	1400
